Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp,Time (d),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Waste_flow (m3/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
14,38,19.4396172,13901.75,185.36,12.39,89.8,1.7,88.77,3.58,20.27,0.22,22.74,7.76,3.83,0.07,0.21,1.214083367,A2O,39.71863,115.96932,7792.13,7792.129999999999,13.710027322404372,2.0,53.800615324137816,70.97506726147074,18.88832360935653,6.816361078655501,2.848353111521613,2247759906.2984014,2644423419.17459,3326885628.1717386,1117222.793532768,1821750.56,2082000.64
15,40,2.2937044,1771.0,115.15,14.76,66.18,6.26,88.53,5.8,15.78,0.18,29.81,6.03,1.98,0.17,0.51,5.08018727,A2O,40.30054,116.68359,8716.09,8716.09,11.185546448087432,2.0,39.61887164860157,65.5936850641758,15.093126023044949,4.352813542173969,2.6249612961628674,159924692.77405173,188146697.38123736,236774452.21305087,131822.494802336,129653.99,148175.99
16,49,0.116202,83.7,169.3,35.27,57.11,8.56,74.15,7.06,21.4,1.19,25.01,11.52,2.7,0.32,0.4,2.984406476,A2O,39.915848,116.728973,8070.85,8070.8499999999985,12.948497267759562,2.0,57.5560953210873,66.00348770166138,20.279818889146064,5.234491172214647,2.8380971070649856,11177320.20223056,13149788.473212425,16544679.584902927,6678.29627088,9059.61,10353.84
17,54,0.1728188,0.28,130.61,34.82,13.03,6.19,14.48,7.36,11.97,2.59,16.47,8.38,3.6,0.28,0.38,3.96701117,A2O,39.74288,116.34033,7792.13,7792.129999999999,13.710027322404372,2.0,72.82049551813532,44.245849844471856,11.499300524184836,3.932326447912822,6.332602175669935,6438532.256985026,7574743.8317470895,9532771.703152822,9932.145295072,5220.0,5965.71
18,55,1.4377916,706.0,183.53,13.76,83.61,6.49,94.11,4.81,21.1,0.09,30.13,8.8,3.09,0.22,0.42,2.473935324,A2O,39.653165,116.666085,7996.75,7996.749999999999,13.150956284153006,2.0,53.43463908136478,70.8850656125076,19.738804520051684,6.451163412077336,2.707085883903615,164651473.09520838,193707615.4061275,243701492.0057453,82631.95367190399,133447.13,152511.0
19,56,35.37464,37962.98,300.51,19.87,116.31,0.92,122.67,2.34,30.83,0.26,41.67,7.85,4.25,0.1,0.44,1.567844926,A2O,39.0031999,117.71071,7835.25,7835.249999999999,13.59221311,2.0,72.98629331492083,75.71252427043332,28.148383035396808,8.698076434003212,2.5929124675879254,6601244803.622902,7766170357.203414,9768084615.50341,2033031.5002816,5348850.44,6112971.93
20,59,12.4166,21443.67,276.24,13.74,108.05,2.56,106.94,2.27,26.02,0.15,33.47,6.78,4.33,0.22,0.4,1.523809524,A2O,39.14588,117.42336,7835.25,7835.249999999999,13.59221311,2.0,69.17443436279773,74.95857429669934,23.619425909847493,9.225880438710632,2.9287093863681624,2136608980.5746653,2513657624.2054887,3161703020.5605392,713599.8819040001,1731299.15,1978627.6
21,60,2.108288,1091.3,236.33,16.26,103.17,5.56,106.68,6.19,44.9,0.46,49.53,10.05,4.16,0.09,0.59,2.680965147,A2O,38.955388,117.715952,7835.25,7835.249999999999,13.59221311,2.0,61.62485183941713,73.92423651698171,42.96426141620672,4.311221790185481,1.4343282022804975,315156430.7780048,370772271.50353503,466418849.68471193,121166.34729472,255403.67,291889.91
22,61,1.1185076,405.53,250.01,42.36,113.79,8.78,103.33,6.73,29.4,3.42,35.36,13.21,2.28,0.46,0.16,0.77052733,A2O,38.827667,117.462164,7835.25,7835.249999999999,13.59221311,2.0,63.93052367734071,74.42881337652865,27.295387190672827,7.158546970500584,2.3421731749306915,176289509.66983944,207399423.1409876,260885735.07353175,64282.242422944,142856.95,163265.09
23,63,3.9814932,3070.24,359.73,27.91,159.46,7.34,89.07,6.53,26.72,2.3,40.83,11.71,2.83,0.35,0.52,1.567114701,A2O,38.85103,117.45906,7835.25,7835.249999999999,13.59221311,2.0,77.9776034458951,78.32329707116584,23.216443641552733,13.112112119937375,3.358723008993978,896699699.5172075,1054940822.9614204,1326713012.306059,228822.147554208,726487.31,830271.21
24,66,7.94952,1547.7,205.78,24.85,89.49,7.75,195.73,7.71,21.32,1.5,30.66,8.6,2.84,0.16,0.33,1.823909799,A2O,39.0031999,117.71071,7835.25,7835.249999999999,13.59221311,2.0,57.30771788127859,72.15097780091429,19.716140923063488,7.522791167619664,2.9066396971347137,1024184986.7722818,1204923513.8497431,1515792991.462478,456870.3617088,830024.55,948599.48
25,67,2.265396,4634.0,386.2,37.9,205.63,12.39,208.43,16.15,54.74,4.14,73.12,21.67,6.27,1.02,0.65,1.866207293,A2O,38.955388,117.715952,7835.25,7835.249999999999,13.59221311,2.0,80.02698405997566,79.27835731227975,50.90716412024975,7.001892363445846,1.5720181126361878,550583885.1352572,647745747.2179496,814629323.5082741,130195.57029023998,446078.28,509803.75
26,70,10.819094,7859.9,173.84,18.76,73.32,3.2,95.57,4.0,20.89,0.3,27.81,7.38,2.87,0.09,0.37,2.38586536,A2O,39.290813,117.228324,8049.47,8049.469999999999,13.00691256830601,2.0,51.66096666874643,70.28246279984674,19.631182801770024,6.025932016419229,2.631576873915538,1171055948.790693,1377712880.9302275,1733345179.4942243,621788.9116753599,949152.72,1084745.97
27,72,10.092198,23910.17,345.34,19.42,111.84,3.22,287.17,3.1,23.97,0.15,33.26,6.88,4.35,0.09,0.39,1.196612666,A2O,39.22748,117.03658,7860.05,7860.05,13.52445355191257,2.0,91.85088939414962,73.40276556606543,20.951872559880524,12.591270088107947,4.383898820100183,1997467310.8817344,2349961542.213805,2955571996.4339485,580013.15182512,1618425.02,1849628.6
28,73,76.03448,87829.14,250.8,35.74,83.11,1.9,130.25,6.07,22.55,0.54,31.5,12.64,3.94,0.21,0.12,0.557983818,A2O,39.10498,117.07694,7860.05,7860.05,13.52445355191257,2.0,74.85006496709306,70.1554764883999,20.600048282477992,8.647235997880303,3.633489783165173,10973124081.866133,12909557743.371922,16238853992.689232,4369811.055251201,8892142.59,10162448.68
29,77,10.3001308,4750.2,134.16,9.6,42.6,3.53,136.01,5.66,14.56,0.67,19.08,8.8,2.96,0.22,0.17,1.36480411,A2O,38.961623,117.356792,7835.25,7835.249999999999,13.59221311,2.0,51.28222161157072,61.77532676537663,13.784329365377223,5.327408204826767,3.720327645418775,739140981.424955,869577625.2058294,1094208464.290599,591963.349264352,599171.45,684767.37
30,81,2.6859676,2314.7,337.62,34.81,101.74,5.11,95.04,4.89,10.85,0.31,13.42,4.79,1.36,0.17,0.47,1.552128397,A2O,39.9084385,117.2826404,8236.76,8236.76,12.49519126,2.0,97.91586902473256,70.99820240959286,7.955677194267412,26.67578622795012,12.30767244996911,492537593.0036733,579455991.7690275,728689594.4799135,154366.42576534403,399019.03,456021.75
31,82,9.6450556,11194.61,138.19,12.91,62.44,0.57,116.47,0.59,8.12,0.26,13.07,5.63,2.99,0.14,0.39,3.11302682,A2O,39.43851,117.01725,7996.75,7996.749999999999,13.150956284153006,2.0,45.63552313073239,66.97624782492771,7.200736983100219,11.320973114529313,6.337618390705944,801888423.7181382,943398145.5507509,1186924141.2027626,554315.234212064,649941.11,742789.83
32,83,0.8047984,1763.41,242.84,30.56,87.1,4.78,116.97,5.96,29.48,1.28,38.69,8.28,3.63,0.29,0.28,1.319012625,A2O,39.17232,116.93172,7860.05,7860.05,13.52445355191257,2.0,68.96142590764127,71.60211418726682,27.558304711101,6.518640735749656,2.5023827347355776,116972695.59653106,137614935.9959189,173110295.12004808,46252.922957696,94792.49,108334.28
33,85,0.9430824,1062.5,300.98,24.16,142.6,6.46,149.24,6.07,24.69,0.4,44.76,8.6,2.86,0.22,0.47,1.697854201,A2O,39.32506,117.07973,7996.75,7996.749999999999,13.150956284153006,2.0,71.07314051873979,76.38609192679256,21.952230622383127,11.088575851020147,3.237627270837414,178324387.71462572,209793397.3113244,263864389.38955837,54200.303566656,144488.01,165129.16
34,90,3.9604972,7033.34,195.66,17.45,103.35,4.5,64.19,2.7,52.66,0.32,56.61,5.22,4.12,0.08,0.4,2.244542955,A2O,39.37269,117.0397,7996.75,7996.749999999999,13.150956284153006,2.0,55.05402167811622,71.86240331283031,51.18140938842494,2.807805946781348,1.0756644323781968,488610209.5099248,574835540.5999116,723208728.2976289,227615.477199968,396017.79,452591.76
35,94,4.32228,7735.84,235.92,19.36,73.19,5.11,167.71,6.44,24.48,0.44,34.98,8.63,2.57,0.15,0.36,1.662356853,A2O,38.832931,117.064479,7860.05,7860.05,13.52445355191257,2.0,75.17250099300558,68.13644413656935,22.74170611456628,7.100873715007039,3.305490828801841,568566831.3917514,668902154.5785309,841448661.6833853,248407.6556832,460764.13,526587.58
36,98,2.3338864,608.32,110.94,13.76,53.45,3.2,115.62,0.95,24.28,0.18,27.38,8.07,2.99,0.2,0.49,5.042189751,A2O,39.3809099,117.7475699,8049.47,8049.469999999999,13.00691256830601,2.0,38.40016254944888,65.38654899094206,23.634159973091958,2.659967161894757,1.624773742462959,157220985.44425398,184965865.2285341,232785918.71114156,134131.812204416,127469.93,145679.92
37,107,7.5267764,5684.4,240.29,18.15,191.97,16.59,197.77,14.36,31.69,1.94,36.8,17.05,3.15,0.74,0.27,1.215449716,A2O,38.40632,115.34814,7509.2,7509.200000000001,14.483060109289616,2.0,62.4352070820925,74.01672683753277,29.701754951517643,6.274045593191412,2.1020713147760417,1140809476.4001842,1342128795.764922,1688299843.1632102,432574.678266016,924486.6,1056556.12
38,111,2.3105012,596.0,132.79,13.99,66.55,4.51,83.3,5.86,25.13,0.55,30.88,9.04,1.87,0.13,0.32,2.693602694,A2O,38.83549,114.20005,8541.68,8541.68,11.66207650273224,2.0,43.30807321707967,67.38604321328438,24.283710171598145,3.3676475463663125,1.7834207751224165,188785572.6267954,222100673.67858285,279486780.8563174,132787.83108572802,153042.59,174905.82
39,112,17.2078148,8395.01,152.68,17.78,69.95,5.65,123.05,6.53,28.58,0.75,34.11,9.23,2.2,0.16,0.29,2.149740549,A2O,39.310476,115.90814,8188.24,8188.24,12.627759562841533,2.0,47.37377010983138,68.97185609783116,27.5417374930993,3.632828925474797,1.720071949770819,1632049992.8428762,1920058815.109266,2415955139.355667,988957.895809312,1322939.27,1511930.59
40,114,3.56208,1310.28,210.73,17.56,78.78,5.83,106.51,7.19,17.94,0.3,25.22,8.42,2.82,0.18,0.28,1.44950044,A2O,38.970838,115.852556,7616.84,7616.84,14.18896174863388,2.0,61.71505597077971,70.71368292564908,16.327537840049118,8.988083388800911,3.7798139912682656,453225399.4317914,533206352.2726958,670754881.6692071,204717.8669952,367294.89,419765.59
41,115,6.0000776,3552.18,163.06,10.94,67.18,3.29,104.41,5.08,15.45,0.26,24.85,9.52,2.14,0.26,0.23,1.511964239,A2O,39.06955,116.68849,7860.05,7860.05,13.52445355191257,2.0,49.88023114436254,69.40989136246625,14.296908348882058,7.4633763826404,3.488882346249559,604465525.5405215,711135912.4006134,894709658.4771847,344833.099783744,489929.02,559918.88
42,118,8.8857968,8309.0,265.83,26.77,26.76,3.59,245.06,7.09,21.97,0.42,23.54,9.83,0.96,0.18,0.39,1.631389609,A2O,40.3915999,115.53071,9854.99,9854.99,8.073797814207651,2.0,120.46771976371372,54.682421185075526,20.46424872226755,6.853669903197317,5.886740402672611,863790992.4330398,1016224696.9800467,1278408361.0518825,510679.537643392,700036.43,800041.64
43,120,4.0087156,1496.4,165.24,18.76,63.12,7.61,36.06,7.17,12.62,1.67,20.02,4.98,0.97,0.22,0.29,1.979792463,A2O,39.01071,115.35203,7616.84,7616.84,14.18896174863388,2.0,52.432305754908384,68.26899918003608,11.465083900059112,9.151474642954735,4.573216054235596,397517923.1474973,467668144.8794086,588371222.4655873,230386.65808246404,322182.88,368209.01
44,124,8.2355724,2155.6,212.61,33.62,105.56,1.96,126.18,4.48,27.04,2.04,33.06,9.21,3.4,0.12,0.31,1.731940332,A2O,38.9489199,115.32217,7616.84,7616.84,14.18896174863388,2.0,58.23133024563826,72.61119879326547,25.365443748797013,6.192885544389743,2.2956953098208643,1100516894.8585372,1294725758.6571028,1628768472.6433866,473310.205052256,891888.15,1019300.75
45,128,12.0908,151.49,80.9,25.25,21.08,7.83,91.34,8.17,10.1,0.58,33.68,9.61,1.68,0.27,0.41,7.367475292,A2O,38.3044099,116.83869,7744.55,7744.549999999999,13.840027322404374,2.0,39.36868963165493,51.33660119696548,9.795920193507875,3.010691153387353,4.018886317361592,428477299.3704443,504090940.4358169,634554359.1951821,694875.686752,347472.05,397110.91
46,131,3.1406396,1512.61,198.71,16.72,78.39,3.73,111.55,4.34,45.65,0.91,54.37,7.41,6.4,0.13,0.2,1.098961481,A2O,36.45647,114.52114,7064.44,7064.4400000000005,15.701612021857924,2.0,56.29422170077023,71.6701616925317,44.146727413511854,3.293039619908312,1.2751618296295373,390585914.4192007,459512840.49317735,578111483.9341987,180497.080333024,316564.81,361788.36
47,133,10.69348,4321.46,144.75,18.25,51.99,3.85,189.13,6.99,12.88,1.77,29.06,7.54,1.45,0.35,0.35,2.766798419,A2O,40.96993,117.81299,9722.95,9722.95,8.434562841530056,2.0,50.17527103889947,65.33660031854959,11.957976276526685,7.158569281625139,4.195966765496326,891231971.4180839,1048508201.668334,1319257893.8972354,614569.6942112,722405.0,825605.71
48,135,3.6068232,752.28,125.58,11.26,45.03,4.9,102.31,8.93,14.22,3.46,15.76,5.8,1.45,0.34,0.22,1.924422673,A2O,41.318765,117.733102,10346.94,10346.94,6.729672131147543,2.0,45.50423308391461,63.76474511553224,13.477136524009095,5.224075077291866,3.376402175851691,258181165.94176665,303742548.1667843,382220283.98732096,207289.323129408,209297.85,239197.55
49,139,7.37032,9859.93,428.08,16.17,187.02,5.64,293.03,3.5,52.04,0.46,60.29,10.62,5.11,0.16,0.48,1.1653031,A2O,36.3808099,114.38581,7064.44,7064.4400000000005,15.701612021857924,2.0,84.29858665258205,80.30774933363341,47.62495616084957,8.483942811588078,1.770050692915499,1975552696.3409908,2324179642.7541065,2922803991.1128263,423582.9036608,1600481.78,1829122.03
50,142,6.1255468,15927.83,310.31,20.75,190.27,3.78,318.23,6.55,41.52,1.6,53.51,10.0,5.89,0.25,0.46,1.588617212,A2O,38.50012,115.04318,7569.12,7569.12,14.319344262295084,2.0,71.69181243985878,76.89671217818994,38.681775577018094,6.835800633386101,1.8533743958344264,1200907996.148473,1412832936.6452622,1777016324.4798274,352043.995383392,973066.36,1112075.84
51,150,30.36456,26493.39,176.16,24.07,57.63,7.6,69.95,3.56,20.39,0.18,22.88,10.01,2.62,0.23,0.26,1.709514103,A2O,40.584949,115.090309,9950.47,9950.47,7.812923497,2.0,60.29809197966389,65.77083788620351,19.21804308300531,5.747704350145618,3.13757710497517,2997341542.7353106,3526284167.923895,4436546691.5766325,1745094.9881663998,2429383.61,2776438.42
52,153,12.20664,17624.0,238.77,13.4,119.03,5.55,128.21,4.22,32.88,0.79,41.5,10.46,4.46,0.2,0.47,2.085459467,A2O,39.513328,116.685903,7996.75,7996.749999999999,13.150956284153006,2.0,62.18017474327712,73.95812926947393,30.91031462383176,5.990527299781761,2.0116318937542093,1838991857.8455527,2163519832.7594743,2721567066.4437323,701533.1783616,1490287.58,1703185.81
53,155,5.2852,8817.96,194.72,26.74,65.45,10.88,79.59,6.02,24.7,1.02,32.67,8.96,4.33,0.42,0.31,1.845457793,A2O,37.4182599,116.19925,7411.1,7411.1,14.751092896174862,2.0,63.105900572549615,67.59146437317708,23.332978149871924,5.534501417522574,2.7045797654808164,590152861.0260426,694297483.5600501,873481581.525116,303748.054688,478304.86,546634.13
54,156,0.8733612,1.53,61.37,15.24,17.32,6.54,21.74,4.24,9.31,0.4,12.1,2.62,0.79,0.33,0.33,7.153696076,A2O,37.31187,115.80019,7334.99,7334.990000000002,14.960027322404372,2.0,30.870285588579343,49.6980844246711,9.122856287355225,2.01013654827903,3.383839952775234,23732511.77387152,27920602.086907662,35154591.58520255,50193.32580412799,19250.1,22000.12
55,160,1.0520444,433.0,217.31,15.81,105.05,6.07,67.13,7.3,24.4,0.79,43.53,9.27,3.37,0.29,0.52,2.580645161,A2O,36.481888,114.214838,7064.44,7064.4400000000005,15.701612021857924,2.0,59.08159090476906,72.81229998400025,22.670072178843466,7.089868119494003,2.6061492190530453,143568775.2226013,168904441.4383545,212477454.39263764,60462.506611936,116349.33,132970.67
56,161,0.20272,29.68,88.02,13.02,17.33,7.41,17.25,7.0,3.93,0.33,9.32,5.27,0.64,0.16,0.35,4.666666667,A2O,36.195819,114.914584,7007.52,7007.52,15.85519126,2.0,47.75432797555323,45.74604865308653,3.639551477410224,7.390547648594818,13.120937640792356,6288966.599480693,7398784.234683169,9312228.350505576,11650.6103168,5099.23,5827.69
57,164,0.4075396,356.08,47.18,10.5,16.41,3.19,41.98,6.45,6.26,0.24,13.93,8.84,0.76,0.07,0.57,15.53980371,A2O,36.839499,114.649675,7236.75,7236.75,15.229562841530056,2.0,22.996170691900648,51.258646265577255,6.131990249286381,2.044884196703177,3.750196878505614,9480598.90204482,11153645.767111553,14045416.248378249,23421.887669024,7691.05,8789.77
58,174,6.9838488,5043.0,289.11,35.33,181.16,15.54,132.05,14.07,19.0,2.32,30.87,11.13,3.62,0.67,0.34,1.339743085,A2O,37.98752,114.692814,7380.27,7380.27,14.83532786885246,2.0,69.94319657630655,75.8074101289106,16.399047691963464,13.689222673876506,4.265076722143018,1263170283.0134723,1486082685.898203,1869076047.861014,401371.847278272,1023476.83,1169687.8
59,178,1.4359092,1653.5,198.94,21.59,105.16,6.33,109.17,6.36,32.31,2.46,38.56,10.25,3.08,0.22,0.47,2.650126868,A2O,37.7673,115.75778,7470.91,7470.91,14.587677595628415,2.0,55.83198025765334,71.93526678513453,30.79003315739783,4.704323251631609,1.8133134177622268,179582802.8097003,211273885.65847096,265797395.89254045,82523.76943324799,145546.5,166338.86
60,179,5.3100332,2251.79,182.95,18.72,45.62,5.3,44.77,6.45,18.01,0.8,26.24,7.42,3.23,0.15,0.29,1.765816233,A2O,37.7079499,115.6689,7334.99,7334.990000000002,14.960027322404372,2.0,71.53652883693154,60.898317115642776,16.89494256180246,6.191323921141268,4.234197812466523,475511255.5390808,559425006.5165657,703820845.1577753,305175.254451808,385401.29,440458.62
61,182,10.8335016,14058.0,275.4,12.86,102.65,2.0,92.66,4.02,39.67,0.39,40.87,10.38,4.77,0.21,0.4,1.52357736,A2O,38.10026,114.56824,7415.32,7415.319999999999,14.739562841530056,2.0,71.68221814413081,73.97159834998881,37.343280816647365,5.865185740742719,1.9195479501676616,1826568017.000128,2148903549.411916,2703031555.9424915,622616.937194304,1480137.83,1691586.09
62,184,4.748716,7982.78,641.1,29.99,215.46,8.59,267.06,7.96,61.86,0.97,80.39,10.24,6.0,0.31,0.61,0.998183633,A2O,40.378719,115.520514,9854.99,9854.99,8.073797814207651,2.0,121.38814205019877,81.06564622520686,54.8000289089951,11.412821032985608,2.215110912656354,1746288436.8463027,2054456984.5250616,2583357774.0439053,272915.54667104,1414606.33,1616692.95
63,185,2.37472,751.7,335.3,25.48,184.88,9.16,180.25,9.08,37.69,0.8,63.89,10.1,3.79,0.26,0.37,1.194241818,A2O,36.9203099,114.8782,7140.15,7140.15,15.492158469945355,2.0,74.75760171413718,77.70426432623407,34.526117187411856,8.394488757198571,2.1652478704264384,501782689.6947777,590332576.1115031,742465153.6921817,136478.57799679998,406562.31,464642.64
64,193,9.2616976,8420.0,236.94,23.22,106.23,7.01,122.61,7.52,48.99,0.22,64.94,15.07,4.91,0.31,0.49,2.292719446,A2O,40.5918399,118.4157,9290.92,9290.919999999998,9.614972677595627,2.0,61.674251036492265,73.97051952541055,47.048448298856734,3.9631592185002416,1.3108668461227644,1388897020.9815688,1633996495.2724338,2055517257.2186024,532283.097916544,1125569.12,1286364.71
65,194,2.6210972,1756.65,182.18,17.38,51.52,4.66,105.76,6.65,13.54,0.96,17.24,8.6,1.93,0.16,0.55,3.337378641,A2O,39.48403,115.67323,8188.24,8188.24,12.627759562841533,2.0,67.50168759370558,62.94780569013856,12.37401780291127,8.611389934185592,5.4551147952788845,247087367.96574265,290691021.1361678,365707603.2303,150638.23046396798,200255.77,228863.73
66,195,5.7694112,1680.0,238.25,26.1,140.75,8.37,120.59,6.97,25.22,1.4,36.87,8.38,2.04,0.25,0.26,1.225547961,A2O,39.33241,114.75064,9580.24,9580.24,8.824480874,2.0,62.32655897021422,73.83984933044523,23.249773402790527,7.812159386238983,2.680738340560925,864629893.5818948,1017211639.5081114,1279559336.8402147,331576.36961612804,700666.69,800761.93
67,196,9.2441044,20950.35,245.19,16.05,158.15,1.07,112.26,3.93,30.56,0.83,36.67,9.61,3.01,0.27,0.56,2.443920747,A2O,39.58481,116.76421,7996.75,7996.749999999999,13.150956284153006,2.0,63.191433499452245,74.2275649498543,28.513384223468417,6.697041153571928,2.216202503505055,1429348424.0834708,1681586381.2746713,2115281879.5978656,531271.9913783359,1158295.29,1323766.05
68,203,4.7004976,3235.7,176.09,29.19,44.07,1.72,172.9,5.95,8.48,0.43,18.93,5.27,1.76,0.08,0.57,3.880190606,A2O,38.55773,115.65031,7509.2,7509.200000000001,14.483060109289616,2.0,70.80199736969983,59.792153234312096,7.413935893468886,12.571510690225407,9.54985292387961,394761423.9753434,464425204.6768746,584245059.156132,270144.365788544,319923.46,365626.81
