Unnamed: 0,Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),Pollutant removal based EUI (kWh/kg COD removed),Treatment process,Latitude,Longitude,Annual HDD,annual_hdd,avg_temp
758,2311,34.1506456,21930.93,160.92,17.34,69.52,7.62,112.9,7.5,26.75,1.27,34.73,12.25,2.85,0.35,0.32,2.228722663,A2O,30.91698,113.94781,6242.97,6242.969999999999,17.94270491803279
759,2312,2.380512,1004.36,128.16,13.66,52.14,3.49,87.06,3.31,12.29,0.18,36.95,7.34,2.11,0.15,0.45,3.930131004,A2O,32.33148,112.02105,6426.92,6426.919999999999,17.440109289617485
760,2314,13.1039656,18042,283.29,29.19,74.41,6.66,165.26,4.74,22.26,1.21,27.14,8.96,4.19,0.24,0.28,1.101928375,A2O,30.8397073,111.7979927,6312.34,6312.34,17.753169398907104
761,2318,1.31768,928.9,111.12,17.88,83.24,7.62,93.12,8.12,13.71,0.75,22.44,7.48,2.3,0.27,0.21,2.252252252,A2O,30.29782,111.50082,6394.78,6394.78,17.527923497267757
762,2322,5.45896,990,100.49,14.95,50.2,2.9,121.28,10.38,15.78,0.96,37.45,11.88,5.79,0.48,0.21,2.454991817,A2O,30.995383,113.790003,6242.97,6242.969999999999,17.94270491803279
763,2326,2.8777552,2898,196.34,24.19,47.06,4.75,42.45,7.77,11.83,0.3,19.02,1.47,1.18,0.06,0.45,2.613999419,A2O,30.49215,111.16684,6394.78,6394.78,17.527923497267757
764,2327,13.3271748,9575.34,296.57,14.21,134.4,4.77,98.69,5.91,30.54,2.24,59.43,8.98,4.83,0.27,0.19,0.672899844,A2O,30.4258299,111.76044,6030.66,6030.66,18.522786885245903
765,2329,9.0689688,4449.76,189.78,10.45,78.32,3.16,157.88,6.49,16.55,0.68,21.71,6.91,2.66,0.17,0.25,1.394077957,A2O,31.23427,113.97406,6242.97,6242.969999999999,17.94270491803279
766,2330,2.1225508,30.6,60.93,13.84,21.47,4.71,89.34,10.28,13.06,0.46,17.78,7.84,1.04,0.43,0.29,6.158420047,A2O,31.193639,112.577808,6187.83,6187.83,18.09336065573771
767,2335,26.46944,23700.79,235.23,14.83,106.94,3.32,170.28,4.26,25.21,0.26,35.11,3.1,4.18,0.11,0.3,1.361161525,A2O,30.63609,113.8324,6130.33,6130.33,18.25046448087432
768,2337,3.8372,7091,318.4,15.56,157.21,6.66,109.86,5.85,38.49,0.49,49.38,10.49,3.67,0.25,0.34,1.122705059,A2O,28.31643,111.29452,6678.56,6678.56,16.75256830601093
769,2338,1.761854,166.77,172.46,17.23,48.81,7.14,82.3,7.49,15.15,0.47,15.69,10.49,1.93,0.38,0.58,3.736391162,A2O,28.138302,111.649664,6516.68,6516.68,17.194863387978145
770,2347,0.3332572,28.94,142.45,11.1,55.38,4.16,73.31,5.58,3.35,0.54,6.93,3.77,1.22,0.21,0.38,2.893033879,A2O,29.1021399,112.1122,6057.39,6057.389999999999,18.449754098360657
771,2350,39.00912,21115,123.48,19.16,50.35,5.52,122.44,8.02,14.11,3.16,20.75,7.34,1.42,0.28,0.11,1.054447853,A2O,25.7623586,113.0045958,5947.97,5947.97,18.748715846994536
772,2353,8.55044,1888.7,169.84,15.58,50.16,3.58,89.33,4.74,18.99,0.22,27.13,7.43,1.46,0.21,0.19,1.231686763,A2O,25.72547,112.72427,6140.87,6140.869999999999,18.221666666666664
773,2358,51.6858532,11767.4,187.42,13.63,86.97,3.44,175.45,6.57,18.91,1.75,25.7,7.85,3.53,0.13,0.17,0.978192071,A2O,26.905213,112.584946,5930.88,5930.88,18.795409836065573
774,2359,14.1721552,365.87,100.08,17.24,29.54,4.3,104.01,10.69,9.28,2.24,16.12,8.86,1.17,0.21,0.22,2.655721873,A2O,26.85587,112.63777,5930.88,5930.88,18.795409836065573
775,2366,6.93954,10144.23,235.08,18.76,116.17,6.78,198.06,9.99,27.58,0.5,34.97,13.87,3.5,0.26,0.54,2.496301775,A2O,25.72547,112.72427,6140.87,6140.869999999999,18.221666666666664
776,2368,35.9164092,22124.83,156.55,12.83,64.23,4.02,97.99,6.33,25.44,0.47,27.78,11.28,2.67,0.28,0.18,1.252435291,A2O,28.20466,113.00977,5921.92,5921.92,18.81989071038252
777,2370,3.9274828,2148.8,201.36,17.84,66.32,6.98,185.03,13.06,23.93,2.12,28.95,6.99,2.25,0.45,0.58,3.160418483,A2O,26.569846,109.68505,6398.16,6398.16,17.518688524590164
778,2375,2.6952348,1772.6,222.73,12.95,57,1.71,57.8,4.6,22.75,0.87,24.38,7.02,1.3,0.66,0.21,1.001048718,A2O,26.07788,113.95543,6934.16,6934.160000000001,16.054207650273224
779,2378,69.523548,50048.56,242.63,14.18,118.41,5.12,256.44,5.3,11.97,0.84,19.19,9.41,2.15,0.18,0.18,0.787918582,A2O,28.2459852,112.9885871,5921.92,5921.92,18.81989071038252
780,2381,4.6196992,5053.06,336.15,21.03,157.33,5.42,223.04,5.51,15.15,0.69,25.51,4.56,6.52,0.16,0.33,1.047220107,A2O,28.57947,109.47398,6908.97,6908.969999999999,16.123032786885247
781,2384,4.06164,2498.7,469.95,20.12,189.29,6.7,187.32,7.66,58.48,0.97,74.24,9.76,4.57,0.22,0.62,1.378298468,A2O,27.490534,109.941962,6290.79,6290.789999999999,17.812049180327868
782,2385,2.6788,7929.4,418.81,13.79,136.88,5.96,79.48,6.38,36.06,0.09,46.44,6.7,3.44,0.02,0.6,1.481408326,A2O,25.18501,111.56723,6494.86,6494.860000000001,17.25448087431694
783,2386,1.76656,1135.3,220.96,19.37,103.52,9.41,106.47,10.68,41.81,1.95,54.35,10.26,2.31,0.38,0.24,1.190535245,A2O,27.25095,111.53566,6663.42,6663.420000000001,16.79393442622951
784,2399,6.395454,5671,304.36,17.33,102.93,2.18,192.8,1.78,38.43,0.57,49.28,7.09,5.57,0.09,0.37,1.289063861,A2O,28.79931,113.09168,6017.04,6017.039999999999,18.56
785,2404,2.5805532,1850.5,313.39,26.42,155.94,12.22,229.37,12.87,31.43,3.11,37.59,10.47,2.08,0.29,0.36,1.254486532,A2O,26.5521678,111.8597573,5864.48,5864.48,18.976830601092896
786,2405,8.4285184,3105.94,214.04,33.99,114.03,14.08,96.79,13.82,35.59,4.47,38.9,15.11,3.35,0.43,0.27,1.499583449,A2O,26.59554,111.87646,5864.48,5864.48,18.976830601092896
787,2406,0.6550752,662.57,140.33,14.94,53.37,5.78,144.39,13.4,19.72,1.04,30.78,14.61,2.01,0.7,0.47,3.748305288,A2O,27.893222,113.091333,5921.92,5921.92,18.81989071038252
788,2418,2.4390836,2931.75,257.1,38.14,41.45,11.45,69.82,10.42,9.75,2.61,21,5.82,2.47,0.54,0.39,1.781147242,A2O,27.93716,112.93182,5921.92,5921.92,18.81989071038252
789,2420,44.5836304,20701.27,109.1,17.13,55.3,5.26,143.16,6.61,8.02,0.41,13.35,8.34,1.85,0.2,0.15,1.63096662,A2O,27.8535772,112.9296174,5921.92,5921.92,18.81989071038252
790,2426,8.887824,815,136.14,10.9,54.31,2.29,140.41,4.08,14.45,1.47,18.14,7.65,1.18,0.33,0.24,1.916320664,A2O,25.40776,112.93256,6134.94,6134.9400000000005,18.237868852459016
791,2427,5.7089572,2449.85,132.71,24.13,113.19,8.02,214.61,8,27.83,1.27,29.97,10.23,2.4,0.13,0.24,2.210351814,A2O,28.551,112.40604,5968.09,5968.09,18.693743169398907
792,2439,10.540716,7256.4,298.11,21.84,151.62,5.23,120.94,6.08,34.39,0.91,39.55,8.48,3.56,0.18,0.36,1.303073081,A2O,29.119835,110.551826,6851.63,6851.629999999999,16.279699453551913
793,2440,6.5053572,554,102.12,22.07,50.65,7.11,88.62,11.51,20.41,5.06,29.48,9.57,1.45,0.44,0.22,2.748282324,A2O,29.132115,110.475248,6851.63,6851.629999999999,16.279699453551913
794,2441,32.881908,8712.72,166.89,23.65,69.18,5.28,130.72,3.86,13.73,1.1,16.83,4.2,2.27,0.22,0.21,1.46607093,A2O,28.26341,113.05322,5988.35,5988.35,18.63838797814208
795,2442,25.119904,21992.56,187.29,15.43,97.1,6.8,117.61,4.08,23.42,1.71,32.42,8.86,5.62,0.28,0.22,1.280111719,A2O,28.17581,113.123675,5921.92,5921.92,18.81989071038252
796,2444,46.389576,22132.01,377.07,13.99,181.89,2.19,252.56,4.96,21.45,0.15,38.29,9.55,5.12,0.07,0.45,1.239396276,A2O,28.26341,113.05322,5988.35,5988.35,18.63838797814208
797,2445,123.1486352,88969.94,133.51,12.17,64.92,2.27,152.85,7.83,16.8,0.33,23.6,6.16,2.38,0.11,0.26,2.14273941,A2O,28.27787,112.96517,5988.35,5988.35,18.63838797814208
798,2448,13.0202712,5662,224.62,20.34,93.67,8.63,102.46,7.67,23.35,0.55,44.23,9.37,3.67,0.3,0.32,1.566477384,A2O,28.28752,112.95988,5988.35,5988.35,18.63838797814208
799,2449,87.2721908,80648.01,303.33,13.5,113.91,2.98,231.38,4.93,17.68,0.62,29.13,8.81,4.33,0.04,0.22,0.759065659,A2O,28.207709,113.051828,5921.92,5921.92,18.81989071038252
800,2455,0.283808,26.67,176.07,36.34,140.46,17.31,144.65,16.16,38.03,6.42,51.99,17.29,4.4,0.58,0.35,2.504830745,A2O,27.6478,113.16689,5907.85,5907.85,18.85833333333333
801,2458,41.6305792,60230.38,608.99,24.48,337.13,3.52,250.98,8.42,34.62,0.85,49.18,9.86,7.43,0.32,0.46,0.786983969,A2O,27.82808,113.16505,5921.92,5921.92,18.81989071038252
802,2460,1.05704,871.48,366.41,21.25,154.72,5.71,125.61,7.09,33.69,1,44.45,8.32,4.04,0.17,0.46,1.332715262,A2O,27.91825,113.16976,5921.92,5921.92,18.81989071038252
803,2461,23.6882664,10951.28,203.74,16.37,80.92,2.46,84.74,5.09,20.28,1.57,29.88,6.07,3.08,0.12,0.23,1.227517746,A2O,27.84377,113.06311,5921.92,5921.92,18.81989071038252
804,2467,5.2279316,5926,413.15,30.07,171.46,7.64,336.21,6.89,53.7,1.49,65.37,13.22,5.13,0.26,0.64,1.670669312,A2O,22.696962,109.278585,4669.96,4669.959999999999,22.240546448087432
805,2481,7.175564,12827.92,337.24,24.32,130.71,7.59,133.91,10.32,33.03,0.35,43.98,10.03,4.12,0.1,0.37,1.18241084,A2O,24.259324,109.328636,5111.24,5111.24,21.034863387978145
806,2482,77.8719196,38763,158.42,12.37,74.7,5.54,165.8,3.77,18.38,0.3,23.82,5.04,3.49,0.43,0.24,1.643272852,A2O,24.28086,109.44666,5111.24,5111.24,21.034863387978145
807,2484,28.4894,20925,132.75,13.16,60.79,5.75,117,4.94,19.08,0.32,23.34,7.73,2.09,0.64,0.24,2.006856761,A2O,24.26268,109.46568,5111.24,5111.24,21.034863387978145
808,2487,6.516724,4338.46,311.81,16.08,165.3,4.97,424.22,6.82,12.38,0.14,18.32,4.62,1.03,0.02,0.41,1.386399757,A2O,25.223802,109.400183,5489.32,5489.32,20.00185792349727
809,2488,1.8181812,364,158.47,17.84,66.18,7.38,71.57,7,17.01,0.87,28.26,9.64,2.56,0.29,0.27,1.919931736,A2O,24.8418799,110.8115,5848,5848,19.02185792349727
810,2491,5.927026,4900.59,166.8,10.31,74.49,9.21,122.59,8.75,15.38,0.99,26.5,9.08,2.27,0.18,0.21,1.341938782,A2O,24.773759,110.495339,5848,5848,19.02185792349727
811,2492,6.1901276,1157,115.47,15.26,40.38,7.83,81.09,6.15,11.56,1.47,22.74,7.56,1.47,0.32,0.13,1.297275721,A2O,24.50224,110.40284,5569.09,5569.09,19.78390710382514
812,2494,23.47932,8918,98.29,14.65,45.18,2.72,49.55,3.01,11.65,0.44,16.57,9.67,2.15,0.42,0.19,2.271640363,A2O,25.21591,110.31891,5848,5848,19.02185792349727
813,2495,5.834716,1002.88,85.83,14.57,23.01,6.12,37.96,8.23,9.76,0.2,19.7,10.79,2.16,0.29,0.35,4.911591356,A2O,25.21591,110.31891,5848,5848,19.02185792349727
814,2498,6.1222888,347.11,122.84,22.1,54.83,9.71,57.58,7.23,19.88,0.65,27.73,10.25,1.62,0.31,0.14,1.389716101,A2O,25.9735202,111.0846242,6206.3,6206.300000000001,18.04289617486339
815,2499,10.0633104,4235,109.73,15.16,68.83,6.48,75.88,6,20.04,0.56,24.51,8.92,1.91,0.35,0.19,2.009093793,A2O,25.27886,110.18606,6092.61,6092.61,18.353524590163936
816,2500,7.1333548,4910.25,131.92,19.72,62.65,5.07,93.76,3.48,30.02,0.3,35.79,6.48,2.96,0.19,0.36,3.20855615,A2O,25.27886,110.18606,6092.61,6092.61,18.353524590163936
817,2502,2.9279284,385.27,268.3,18.81,97,6.02,130.4,4.88,18.98,0.9,26.54,7.74,3.48,0.23,0.24,0.961962403,A2O,25.409747,110.325636,6309.13,6309.129999999999,17.761939890710384
818,2503,8.6896652,13960.62,172.82,17.3,58.3,4.02,225.69,6.91,23.69,0.77,25.58,10.13,3.31,0.3,0.36,2.314814815,A2O,22.9232407,110.988582,4681.09,4681.09,22.21013661202186
819,2506,1.5273504,278.56,186.56,7.13,86.56,1.11,171.56,5.83,18.4,0.46,24.29,4.1,3.05,0.12,0.36,2.006353453,A2O,23.895,110.67694,5401.59,5401.59,20.24155737704918
820,2508,7.3181196,4435.03,100.73,9.93,43.85,3.7,58.94,3.14,14.53,0.28,20.59,6.77,1.94,0.13,0.24,2.643171806,A2O,23.40692,111.24016,4579.86,4579.86,22.486721311475407
821,2510,3.67068,1906.84,322.85,31.5,144.44,6.35,267.6,7.4,30.63,0.77,58.19,8.57,3.84,0.19,0.35,1.201304273,A2O,21.5290899,109.4216,3807.98,3807.980000000001,24.595683060109288
822,2512,50.37592,21662.42,170.56,21.23,79.73,10.6,104.56,13.28,16.29,0.28,24.03,10.67,3.73,0.54,0.15,1.004486707,A2O,21.47243,109.13971,3807.98,3807.980000000001,24.595683060109288
823,2513,7.6675944,2846.77,144.82,20.04,44.44,4,99.83,3.79,27.78,0.31,38.33,9.59,2.67,0.19,0.35,2.804936689,A2O,21.5398,107.97008,4095.41,4095.41,23.810355191256825
824,2515,13.4244804,11414,232.38,20.41,45.73,4.42,166.73,8.08,22.54,1.25,43.89,9.46,3.62,0.32,0.24,1.132235694,A2O,21.69105,108.394748,4095.41,4095.41,23.810355191256825
825,2516,2.5489868,2661.19,162.51,17.81,36.4,3.96,114.7,2.36,29.58,0.22,43.72,9.1,6.57,0.11,0.42,2.902557015,A2O,22.14144,107.96443,4631.1,4631.1,22.346721311475413
826,2520,1.895432,371.17,92.03,15.58,32.1,3.73,63.13,7.22,6.39,0.13,11.21,6.53,1.15,0.13,0.37,4.839764552,A2O,21.70513,108.62065,3877.83,3877.83,24.40483606557377
827,2527,0.662098,97.1,108.35,14.67,41.29,7.97,27.34,7.11,12.27,4.13,18.34,9.82,1.3,0.47,0.36,3.842869342,A2O,23.1271799,109.45269,4698.6,4698.599999999999,22.16229508196721
828,2528,8.9288748,1268.04,143.01,28.67,29.22,6.69,88.02,6.99,23.04,0.97,41.37,10.67,4.12,0.39,0.29,2.53629526,A2O,23.39544,110.07951,4929.07,4929.07,21.532595628415297
829,2532,2.92677,1168,364.92,37.13,184.68,13.67,222.03,22.25,37.02,13.92,83.73,27.86,6.99,2.56,0.36,1.098264133,A2O,22.284688,110.246961,4673.04,4673.040000000001,22.232131147540983
830,2534,49.664952,24780.84,120.4,9.91,41.88,1.35,137.78,5.52,16.25,0.18,21.4,11.14,1.97,0.36,0.25,2.262648203,A2O,22.6348,110.13481,4673.04,4673.040000000001,22.232131147540983
831,2536,13.6836,11026.11,209.86,24.86,82.28,4.23,165.46,10.24,20.14,4.82,24.58,9.12,2.63,0.17,0.2,1.081081081,A2O,23.840699,106.681047,5118.81,5118.81,21.014180327868853
832,2540,1.2578776,1153.72,293.46,15.53,164.52,5.21,151.54,5.46,30.86,1.07,41.96,9.84,4.77,0.35,0.2,0.719605656,A2O,24.75154,106.54544,5775.23,5775.23,19.220683060109288
833,2551,1.906292,385.4,94.4,16.08,57.46,4.46,67.78,5.25,13.63,0.7,18.55,6.65,2.32,0.36,0.31,3.958120531,A2O,24.583685,111.4183758,5549.48,5549.48,19.837486338797817
834,2552,3.45167,1217.53,119.88,10.5,46.02,2.58,54.77,2.77,35.24,0.24,37.44,10.25,2.85,0.08,0.39,3.565551289,A2O,24.50773,111.35359,5549.48,5549.48,19.837486338797817
835,2553,3.7353332,2524.33,222.32,8.25,81.52,0.68,146,2.43,19.07,0.64,24.96,5.43,6.86,0.13,0.29,1.354697062,A2O,24.14139,107.25279,5247.19,5247.1900000000005,20.66341530054645
836,2554,2.752286,5098.31,215.34,18.48,128.72,6.18,96.16,6.22,34.54,0.97,38.85,7.35,4.11,0.3,0.39,1.981103322,A2O,23.74536,107.99348,4912.8,4912.8,21.577049180327872
837,2556,5.0546784,2617.78,118.5,16.03,50.33,3.76,67.26,5.83,9.65,0.3,18.45,8.75,2.51,0.13,0.39,3.805991998,A2O,25.027379,107.575301,5966.04,5966.039999999999,18.699344262295085
838,2559,2.1667148,736.17,106.53,10.38,30.94,4.16,30.09,5.61,15.95,0.21,20.38,8.34,1.52,0.37,0.24,2.496099844,A2O,23.9014,109.30599,4904.65,4904.65,21.59931693989072
839,2564,2.15752,124.69,133.13,18.26,24.98,6.7,36.99,9.87,10.39,4.25,25.86,10.64,1.08,0.52,0.3,2.61164795,A2O,24.066095,108.664778,5277.45,5277.45,20.580737704918032
840,2566,3.5300792,1500,161.53,18.22,52.91,3.03,137.32,4.05,22.4,1.12,27.43,8.65,3.51,0.31,0.26,1.814248831,A2O,22.631906,107.904779,4568.39,4568.389999999999,22.518060109289618
841,2567,0.9671916,1234.32,269.81,18.08,104.13,2.45,47.41,1.32,15.21,0.76,25.6,4.86,2,0.07,0.59,2.343781035,A2O,22.44366,107.50325,4452.37,4452.370000000001,22.83505464480874
842,2569,2.535086,569.15,112.74,15.32,67.56,6.58,95.06,7.14,17.59,1.02,31.83,12.14,2.4,0.6,0.21,2.155614863,A2O,22.13258,107.07944,4683.53,4683.53,22.203469945355188
843,2571,1.1274128,847.1,173.24,28.51,82.71,7.98,88.99,5.05,25.78,2.46,33.86,8.59,3.08,0.34,0.47,3.247426242,A2O,23.07173,107.18682,5207.38,5207.38,20.772185792349728
844,2576,6.2131508,8475.7,340.4,27.58,162.36,7.65,240.65,6.36,33.85,3.16,51.21,9.66,5.16,0.28,0.5,1.598363276,A2O,19.51503,109.54652,3697.92,3697.92,24.896393442622955
845,2577,4.7453132,1249.81,288.24,24.88,100.17,5.33,189.08,6.1,27.47,0.69,40.8,7.38,4.11,0.14,0.31,1.17709599,A2O,19.509079,109.578027,3697.92,3697.92,24.896393442622955
846,2578,2.8915836,944,162.87,15.94,64.26,6.44,139.3,7.79,18.65,0.76,23.7,5.91,1.55,0.21,0.4,2.722384809,A2O,19.68935,110.35426,3567.57,3567.57,25.25254098360656
847,2581,8.9203316,2015.69,101.47,12.27,39.67,2,121.23,4,10.26,0.25,15.54,5.1,1.49,0.35,0.18,2.01793722,A2O,20.03087,110.24565,3497.54,3497.54,25.44387978142077
848,2583,2.3733444,2295.68,209.25,24.04,105.16,3.43,163.24,7.51,27.69,0.59,31.86,4.47,3.04,0.12,0.35,1.889746774,A2O,19.696407,109.218734,3697.92,3697.92,24.896393442622955
849,2584,1.0067944,378.3,124.37,9.66,39.32,3.76,97.69,2.45,14.31,0.35,18.18,6.93,2.05,0.19,0.34,2.963996164,A2O,18.5059599,110.0372,3517.83,3517.8300000000004,25.38844262295082
850,2590,3.3230152,1370.71,127.83,19.16,39.1,5.23,71.19,8.69,12.91,1.68,19.1,8.87,2.81,0.45,0.27,2.484586362,A2O,18.52214,110.04433,3517.83,3517.8300000000004,25.38844262295082
851,2592,2.2606176,104.6,73.39,8.39,22.82,2.99,88.85,8.04,8.5,1.16,12.49,6.62,0.82,0.4,0.13,2,A2O,18.3443,109.70931,3517.83,3517.8300000000004,25.38844262295082
852,2594,38.1380032,25894.2,208.78,13.72,102.59,3,113.88,7.49,26.25,0.83,29.51,11.01,2.53,0.3,0.24,1.230390649,A2O,18.23641,109.55643,3047.73,3047.7300000000005,26.67286885245902
853,2599,2.2819032,1078.63,141.68,12.62,59.27,5.3,70.54,5.54,13.02,0.52,19.97,7.01,2.48,0.34,0.29,2.247016891,A2O,19.388932,110.109004,3759.85,3759.85,24.72718579234973
854,2600,7.4653812,5344.31,146.24,24.34,42.61,5.8,122.98,10.52,16.22,2.64,21.07,11.32,2.24,0.35,0.27,2.214930271,A2O,18.71546,110.40183,3045.43,3045.4300000000003,26.67915300546448
855,2603,3.3435768,3870.7,125.56,10.26,68.83,2.92,97.5,8.24,15.78,1.27,26.78,6.36,1.87,0.2,0.61,5.290546401,A2O,19.613781,110.753868,3567.57,3567.57,25.25254098360656
856,2610,1.347726,3623.9,472.52,20.11,449.12,6.94,965.01,5.65,83.16,0.57,83.27,8.43,8.91,0.37,0.4,0.884153754,A2O,29.41229,106.33135,5705.5,5705.5,19.411202185792348
857,2611,2.7923956,2474.11,133.53,14.12,95.05,7.24,87.15,4.46,27.22,0.61,32.57,7.26,2.8,0.12,0.42,3.517293359,A2O,29.37554,106.60783,6092.3,6092.3,18.354371584699454
858,2612,5.3582516,11318.56,136.79,29.57,54.98,1.48,90.02,4.64,16.44,1.19,20.56,7.87,1.97,0.03,0.36,3.357582541,A2O,29.293866,105.930186,5782.6,5782.6,19.20054644808743
859,2613,18.2993172,21096.67,231.93,15.82,109.09,4.1,128.54,5.08,27.18,0.88,33.28,9.28,3.43,0.1,0.37,1.712091065,A2O,29.47553,106.48265,5705.5,5705.5,19.411202185792348
860,2614,16.6369408,6747.53,143.88,18.33,51.39,3.85,189.7,6.98,12.72,1.74,29.13,7.58,1.45,0.35,0.2,1.59299084,A2O,29.394786,106.423005,5705.5,5705.5,19.411202185792348
861,2617,2.7484488,4663.5,244.33,16.82,101.25,7.21,135.72,7.11,28.49,0.59,34.58,10.81,4.47,0.31,0.48,2.109797372,A2O,29.54568,107.50377,6898.38,6898.38,16.15196721311475
862,2619,2.1059712,1532.57,169.91,16.38,57.43,5.84,89.99,10.18,21.25,0.61,31.5,10.13,2.76,0.55,0.35,2.279684752,A2O,29.70917,107.2989,6898.38,6898.38,16.15196721311475
863,2620,1.0239532,1688.5,351.69,30.17,122,7.98,130.75,7.64,48.57,1.68,66.3,13.22,3.61,0.3,0.6,1.866135855,A2O,29.62027,106.654351,6092.3,6092.3,18.354371584699454
864,2626,14.0259796,7640.07,153.37,11.42,55.24,2.1,150.73,7.28,17.22,0.82,31.34,10.25,3.15,0.42,0.21,1.479394153,A2O,29.73059,106.54208,5705.5,5705.5,19.411202185792348
865,2629,10.18668,5593.29,229.19,14.65,118.89,2,231.34,7.02,19.5,0.89,32.75,8.27,3.67,0.15,0.34,1.584786054,A2O,30.77103,108.40827,6437.7,6437.699999999999,17.410655737704918
866,2640,9.7478636,6077,153.69,27.84,109.13,9.79,129.24,7.9,28.53,1.12,35.94,8.57,3.69,0.24,0.39,3.098927294,A2O,30.54301,104.25801,5869.37,5869.370000000001,18.96346994535519
867,2641,25.869244,20390.75,129.92,18.97,57.33,4.35,94.61,6.34,23.55,1.44,27.99,8.32,2.04,0.23,0.26,2.343397927,A2O,30.8590678,104.2713524,6094.89,6094.889999999999,18.34729508196721
868,2643,270.6757984,276867.04,286.67,18.5,123.51,1.69,131.08,4.1,29.8,0.41,37.36,8.5,3.51,0.09,0.34,1.267852482,A2O,30.556246,104.116063,5869.37,5869.370000000001,18.96346994535519
869,2644,19.66384,24102.04,202.1,14.19,80.68,3.68,177.98,7,22.29,0.18,31.5,11.13,2.23,0.21,0.26,1.383641105,A2O,30.70466,104.16469,5869.37,5869.370000000001,18.96346994535519
870,2654,13.7409408,19071,286.05,15.2,147.33,7.84,214.38,6.24,30.25,0.64,39.17,10.18,2.85,0.25,0.32,1.181465756,A2O,30.527872,103.881262,6236.92,6236.919999999999,17.959234972677596
871,2656,11.6768892,17350.66,446.78,21.92,145.49,2.6,396.51,7.17,33.1,1.45,41.61,8.39,7.21,0.31,0.34,0.800263616,A2O,30.65142,104.24519,5869.37,5869.370000000001,18.96346994535519
872,2659,8.0934512,7480.27,198.5,14.91,69.81,4.2,165,6.24,31.77,1.05,36.27,9.85,3.44,0.26,0.3,1.63407593,A2O,30.66821,103.89131,6236.92,6236.919999999999,17.959234972677596
873,2668,2.7308556,1884.2,233.25,21.54,156.34,12.22,198.77,12.69,32.4,4.09,64.81,11.27,2.53,0.7,0.44,2.078314676,A2O,30.52954,103.741065,6236.92,6236.919999999999,17.959234972677596
874,2676,1.2397776,669.96,136.23,15.55,56.14,5.73,111.6,7.22,17.67,2.15,22.67,11.82,2.05,0.31,0.44,3.646005966,A2O,30.393301,103.453918,6236.92,6236.919999999999,17.959234972677596
875,2678,15.744828,18936,265.25,15.72,93.78,6.68,159.66,4.98,30.93,1.22,39.46,7.79,3.46,0.1,0.28,1.122109566,A2O,30.734835,103.973144,6236.92,6236.919999999999,17.959234972677596
876,2680,1.6541228,286,133.14,13.4,34.66,4.73,109.75,4.53,21.03,1.38,26.57,10.96,2.7,0.23,0.41,3.424085519,A2O,30.56032,103.96368,6236.92,6236.919999999999,17.959234972677596
877,2684,12.9594552,8254.86,173.15,17.53,72.5,3.84,84.22,5.25,21.16,0.91,27.44,10.94,3.6,0.27,0.21,1.349440946,A2O,29.3411999,104.79976,5707.45,5707.449999999999,19.405874316939894
878,2685,4.621654,2068,441.86,23.19,256.41,7.31,153.71,7.73,39.83,0.48,41.74,7.42,5.04,0.11,0.45,1.074832207,A2O,29.34872,104.71926,5707.45,5707.449999999999,19.405874316939894
879,2690,5.068,3484.46,170.26,20.03,57.4,2.16,121.15,7.94,10.68,0.22,23.27,7.29,1.17,0.1,0.29,1.930373427,A2O,28.816837,105.828659,5679.87,5679.87,19.48122950819672
880,2691,13.01028,15238,237.24,17.55,178.71,3.2,181.58,6.48,29.45,0.78,41.61,8.52,5.01,0.16,0.37,1.684191361,A2O,28.893132,105.499515,5679.87,5679.87,19.48122950819672
881,2694,5.680866,3066.51,68.37,17.15,23.98,3.3,64.09,8.98,9.85,2.92,13.77,6.56,1.64,0.61,0.22,4.295197189,A2O,28.165828,105.447167,6675.52,6675.52,16.76087431693989
882,2697,13.213,17440,210.83,12.66,93.05,2.78,152.63,5.58,26.25,0.22,33.33,9.17,2.85,0.23,0.37,1.867083817,A2O,31.037641,104.41635,6094.89,6094.889999999999,18.34729508196721
883,2701,4.91234,2961.98,276.49,17.71,110.86,5.26,167.83,6.16,24.95,0.92,35.3,9.84,2.55,0.2,0.33,1.275214468,A2O,30.9265,104.27224,6094.89,6094.889999999999,18.34729508196721
884,2704,1.8991968,1293.5,231.87,18.14,23.78,3.65,232.44,4.18,36.93,1.97,43.1,11.02,4.66,0.34,0.24,1.122912085,A2O,31.28695,104.2196,6871.81,6871.81,16.224562841530055
885,2705,0.6839628,237.67,127.77,8.35,53.83,3.07,100.18,4.63,15.07,0.36,20.45,6.69,2.13,0.16,0.4,3.349522693,A2O,31.173957,104.167588,6094.89,6094.889999999999,18.34729508196721
886,2711,1.2647556,271.47,267.51,28.01,104.35,8.12,108.75,8.19,25.17,0.85,31.09,10.8,1.83,0.35,0.37,1.544885177,A2O,31.39573,104.79248,6015.63,6015.63,18.563852459016392
887,2712,0.9640784,51.03,145.61,12.38,37.24,2.89,71.9,11.03,5.07,0.66,9.59,4.13,1.33,0.16,0.15,1.125872551,A2O,31.2680899,104.92296,6015.63,6015.63,18.563852459016392
