Plant ID,Longitude,Latitude,Province,Annual_HDD,Treatment_process,Average_flow__MGD_,Sludgeield__tone__file2,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Recoverable energy density (kWh/m3),Current recovered heat waste,Efficiency score,Efficiency_Group,Optimal EUI (kWh/kg COD removed),Optimal EUI (kWh/m3),Energy gap,Selected_Process,Electricity recovery after selection (kWh/a),Heat recovery after selection (kWh/a),Electricity consumption after upgrade,Heat consumption after upgrade,Effective heat recovery after selection (kWh/a),Recoverable energy density after selection (kWh/m3),EUI (kWh/m3),EUI (kWH/kg COD removed),New efficiency score,Optimal EUI after selection (kWh/kg COD removed),Optimal EUI after selection (kWh/m3),Energy gap after selection
1051,118.229714,33.446743,Jiangsu,6901.91,OD,8.960224,6679.31,177.8,21.01,85.9,0.881833521,0.678225806,2.069848661,4.779569892,3.09,80.56,5.25,22.96,1,37.2,11.97,2.43,0.27,0.27,1.7220486,3370000,147000,468000,535000,147000,0.049676427,0.274,1,Efficient,1.7220486,0.281873878,0.823763638,CEPT,728000,832000,2120519.387,427041.2366,427041.2366,0.093298084,0.205778388,1.312445871,0.791784765,1.039174645,0.162932193,0.427380912
1052,118.19318,33.24961,Jiangsu,6879.65,CAS,2.1768508,4673.5,250.76,27.95,70.87,0.888538842,0.656466246,3.538309581,3.856066431,5.14,144.04,6.16,58.14,1.74,65.03,22.34,1.69,0.62,0.56,2.513352183,1700000,102000,90200,103000,102000,0.063902643,0.992,0.358502901,Inefficient,0.901044049,0.234674578,0.727696781,HRAS,233153.01,266460.58,1083506.954,36932.28828,36932.28828,0.089797942,0.372523563,1.671933767,0.471917827,0.78901535,0.17580051,0.489205456
1053,118.78716,33.74388,Jiangsu,6933.22,OD,0.652324,947.55,384.17,24.52,183.61,0.93617409,0.709186221,2.092315233,9.589865202,5.04,130.62,5.07,26.43,0.81,40.06,11.65,3.36,0.25,0.87,2.41901849,788000,20900,73400,83900,20900,0.104626678,0.249,0.102773217,Inefficient,0.248610312,0.112601432,0.07082285,Current,73400,83900,788000,20900,20900,0.104626678,0.897481652,2.495430702,0.172537526,0.430555439,0.154849264,0.324332092
1054,118.7455,33.7235299,Jiangsu,6933.22,A2O,19.3310896,16380,129.09,19.11,52.59,0.851963746,0.562679819,2.454649173,5.305795314,4.05,120.72,5.09,22.54,0.95,24.33,10.64,2.25,0.29,0.22,2.000363702,5940000,361000,592000,676000,361000,0.035680478,0.534,1,Efficient,2.000363702,0.2335159,0.847203217,HRAS,1215978.26,1389689.44,6418709.368,194036.5486,194036.5486,0.052791189,0.247582305,2.251157533,0.410285408,0.923617086,0.101579407,0.48029635
1055,118.28963,33.89115,Jiangsu,7043.99,A2O,19.2778032,22288,201.42,21.38,75.99,0.893853639,0.658688525,2.650611923,6.603934426,2.2,342.71,6.63,22.34,0.6,30.5,10.41,3.52,0.21,0.27,1.499666741,7280000,499000,897000,1020000,499000,0.052410943,0.487,0.949239248,Inefficient,1.423542529,0.275028881,0.809434765,CEPT,1390000,1580000,4672883.691,1557343.634,1557343.634,0.110654055,0.233905509,1.299186344,0.6746472,0.87649243,0.157803697,0.298786679
1057,118.33924,33.89868,Jiangsu,7043.99,SBR,7.1051188,4224.63,217.58,16.34,77.55,0.924901186,0.801438274,2.805673759,8.692768678,1.15,86.18,1.73,21.99,0.22,25.03,4.97,2.45,0.24,0.41,2.037368316,4040000,94700,342000,391000,94700,0.044484217,0.242,0.446891892,Inefficient,0.910483381,0.192872242,0.769359155,Current,342000,391000,4040000,94700,94700,0.044484217,0.42117905,2.092919151,0.332834051,0.696594758,0.140182729,0.682669777
1059,118.53152,33.8485,Jiangsu,7111.65,OD,3.2691496,1785,177.6,20.38,99.54,0.885247748,0.800453515,1.784207354,5.034013605,4.56,127.77,6.8,22.35,0.68,35.28,7.04,3.11,0.12,0.3,1.908154179,1360000,40400,196000,224000,40400,0.052336753,0.18,0.995636819,Inefficient,1.899828557,0.307635229,0.829873992,CEPT,308000,352000,844842.4092,179853.3038,179853.3038,0.108006168,0.226858066,1.442933887,0.772566681,1.114762644,0.175262983,0.383747978
1061,118.27549,33.9619299,Jiangsu,7043.99,OD,9.6091452,17271,320.25,18.31,124.59,0.942825917,0.741914478,2.570431014,6.951378337,8.15,165.7,6.03,35.48,0.52,46.07,11.89,4.46,0.16,0.38,1.258528184,5110000,387000,705000,806000,387000,0.082249257,0.48,0.464131927,Inefficient,0.584123111,0.205518907,0.599797128,Current,705000,806000,5110000,387000,387000,0.082249257,0.414033118,1.371243023,0.445471347,0.610849476,0.184439891,0.554059284
1062,118.537656,31.946894,Jiangsu,6726.26,A2O,1.84982,2517.76,268.28,29.56,150.55,0.88981661,0.781543174,1.781999336,5.136511583,8.68,171.26,8.53,41.8,2.3,52.23,11.41,3.36,0.25,0.57,2.387734584,1470000,53900,165000,189000,53900,0.085646652,0.285,0.298071884,Inefficient,0.711716546,0.190989848,0.551564374,CEPT,263000,301000,824852.7653,105701.589,105701.589,0.144257911,0.364088009,1.525167596,0.522209777,0.796457431,0.190130318,0.241268238
1063,120.427479,31.544743,Jiangsu,6504.77,A2O,34.0481272,22796.36,296.07,17.79,97.28,0.939912858,0.702619414,3.04348273,9.123882897,4.46,184.92,2.84,25.29,0.99,32.45,9.65,5.58,0.11,0.57,2.04829668,26900000,472000,1990000,2280000,472000,0.052334601,0.207,0.238322021,Inefficient,0.488154204,0.145876831,0.641241168,Current,1990000,2280000,26900000,472000,472000,0.052334601,0.581845129,2.090862186,0.218990216,0.457878361,0.12741839,0.58926964
1064,119.781611,30.777283,Zhejiang,6284.02,OD,4.4322556,2013.5,137.55,12.87,63.76,0.906434024,0.759474672,2.157308657,5.161350844,5.76,140.16,7.78,21.58,1.6,26.65,6.41,2.71,0.49,0.15,1.203079885,927000,40300,162000,185000,40300,0.033034306,0.217,1,Efficient,1.203079885,0.156580734,0.789027009,CEPT,267000,305000,687213.3594,220892.3895,220892.3895,0.07966973,0.148287905,1.189347967,1.196413405,1.422951851,0.177413637,0.550937957
1065,119.64544,30.79912,Zhejiang,6590.24,OD,4.8875792,2933.7,121.88,27,39.8,0.778470627,0.430918596,3.062311558,9.102315161,7.78,185.53,13.43,8.56,2.33,13.39,7.62,1,0.33,0.25,2.634907251,1700000,61500,98700,113000,61500,0.023722628,0.545,0.805714657,Inefficient,2.122983392,0.210535666,0.88732252,Current,98700,113000,1700000,61500,61500,0.023722628,0.260845254,2.74921221,0.314367842,0.86426391,0.08200136,0.710704452
1066,120.5531019,27.578205,Zhejiang,5704.41,CAS,2.0484132,1242.15,155.14,13.82,57.76,0.91091917,0.731985123,2.685941828,3.606229661,8.2,436.83,6.42,28.67,0.58,43.02,11.53,2.96,0.57,0.35,2.47664874,996000,22500,64000,73200,22500,0.030562765,0.308,0.961870886,Inefficient,2.382216318,0.344604662,0.911310646,HRAS,150659.8,172182.63,809564.3328,19782.71702,19782.71702,0.060221903,0.293030509,2.073524685,0.500323916,1.03743399,0.146610171,0.589237894
1067,120.401691,27.500554,Zhejiang,5704.41,A2O,15.03748,13922.17,226.92,22.86,69.97,0.899259651,0.602964873,3.243104188,7.312922978,6.07,107.51,0.62,27.4,1.13,31.03,12.32,1.87,0.25,0.28,1.372145447,5870000,253000,606000,692000,253000,0.041343972,0.365,0.794476151,Inefficient,1.090136833,0.234630301,0.823790993,Current,606000,692000,5870000,253000,253000,0.041343972,0.294702145,1.444193596,0.544036279,0.78569371,0.160328658,0.742129868
1068,120.61878,27.51276,Zhejiang,5704.41,SBR,3.8867216,3975.92,163.45,15.9,31.64,0.902722545,0.63381001,5.165929204,4.173901941,1.23,115.03,6.38,33.84,0.73,39.16,14.34,3.99,0.58,0.37,2.507624534,2000000,72100,74500,85200,72100,0.027298868,0.847,0.781609844,Inefficient,1.959984021,0.30262162,0.909792077,CEPT,116000,133000,1191190.004,166040.0071,133000,0.046367108,0.252734262,1.712871988,0.632587395,1.083541229,0.159876508,0.709981729
1069,120.580565,27.568536,Zhejiang,5704.41,CAS,15.8737,25235.01,252.46,27.35,51.4,0.891666006,0.712437811,4.911673152,8.373466003,4.52,270.76,5.67,23.23,0.51,30.15,8.67,3.42,0.26,0.34,1.510372707,7560000,458000,469000,536000,458000,0.04226644,0.854,0.534392225,Inefficient,0.807131431,0.202575805,0.791354946,Current,469000,536000,7560000,458000,458000,0.04226644,0.365579626,1.62400438,0.417973538,0.678790857,0.15280261,0.723391899
1070,118.52155,28.91186,Zhejiang,6580.33,A2O,10.07808,4021.84,225.32,22.11,74.79,0.901872892,0.536912752,3.012702233,10.80153404,1.21,152.01,2.21,14.48,0.77,20.86,9.66,2.71,0.2,0.25,1.230254417,3500000,84200,468000,534000,84200,0.039656347,0.158,0.732433351,Inefficient,0.901079365,0.189155177,0.790350191,Current,468000,534000,3500000,84200,84200,0.039656347,0.257399995,1.266669924,0.679502892,0.860705877,0.174904041,0.77326798
1071,119.04052,29.60058,Zhejiang,6602.66,SBR,2.156072,2523.57,242.93,18.78,119.39,0.92269378,0.820819623,2.03476003,7.266826204,0.52,156.54,3.15,27.42,0.11,33.43,5.99,3.4,0.12,0.71,3.167521749,2130000,53000,162000,185000,53000,0.072172093,0.287,0.153954479,Inefficient,0.487654161,0.12709894,0.432158183,Current,162000,185000,2130000,53000,53000,0.072172093,0.732798508,3.269232693,0.111926243,0.365912933,0.082019384,0.120060531
1072,120.4310799,30.5232999,Zhejiang,6231.8,A2O,13.1418308,6153.58,146.66,18,64.76,0.877267149,0.648492359,2.264669549,6.057827344,7.31,135.44,11.41,14.82,0.48,24.21,8.51,2.64,0.2,0.15,1.165863516,2750000,122000,476000,544000,122000,0.032933616,0.224,1,Efficient,1.165863516,0.156718898,0.789855492,CEPT,805000,920000,2036562.602,644284.6499,644284.6499,0.079816361,0.147642129,1.147537143,1.066717809,1.224098307,0.157492488,0.493205285
1073,119.1582,29.60619,Zhejiang,6545.47,A2O,2.3954988,1955,263.9,24.42,104.94,0.907464949,0.781921824,2.514770345,4.298045603,5.7,161.43,6.75,41.91,1.64,61.4,13.39,2.58,0.37,0.47,1.962585602,1560000,40700,150000,171000,40700,0.05761676,0.238,0.486583885,Inefficient,0.954962527,0.240991238,0.760917613,HRAS,315300.88,360343.87,1089779.574,47524.11516,47524.11516,0.109621399,0.343616959,1.434846165,0.559400246,0.802653297,0.192219412,0.429706926
1074,121.46406,30.26721,Zhejiang,6143.92,A2O,18.2891812,30619.29,313.76,24.7,82.98,0.921277409,0.730736664,3.781152085,13.28365792,1.76,293.65,2.45,15.37,0.3,23.62,6.36,7.94,0.07,0.43,1.487580433,11000000,598000,937000,1070000,598000,0.060744676,0.559,0.277892529,Inefficient,0.413387489,0.143158488,0.575682334,Current,937000,1070000,11000000,598000,598000,0.060744676,0.458968566,1.587796879,0.356709065,0.56638154,0.163718248,0.628968203
1075,121.46406,30.26721,Zhejiang,6143.92,SBR,24.313006,31720.52,338.1,27.29,214.21,0.919284235,0.843853821,1.578357686,10.21141649,4.61,427.33,8.08,18.09,0.07,33.11,5.17,9.01,0.21,0.39,1.254785882,13200000,620000,3210000,3670000,620000,0.114012959,0.169,0.338563778,Inefficient,0.424825049,0.150496279,0.242420082,Current,3210000,3670000,13200000,620000,620000,0.114012959,0.411399241,1.323635794,0.411982931,0.545315354,0.169489465,0.327315365
1076,121.24289,30.18291,Zhejiang,6208.57,A2O,13.7586788,13196.14,371.44,33.63,146.18,0.909460478,0.706102784,2.540976878,9.942184154,3.06,446.08,5.36,25.1,0.35,37.36,10.98,10.07,0.14,0.47,1.391314644,8990000,261000,1240000,1420000,261000,0.078958349,0.184,0.255590377,Inefficient,0.355606634,0.133857077,0.410129437,Current,1240000,1420000,8990000,261000,261000,0.078958349,0.486638034,1.440567285,0.357890209,0.515564927,0.174162988,0.54664105
1077,120.08431,30.5499,Zhejiang,6397.13,A2O,3.3276488,407.16,204.64,11.24,99.79,0.945074277,0.742314991,2.050706484,7.766223909,4.89,103.69,5.24,23.01,0.68,26.35,6.79,2.01,0.31,0.48,2.481902792,2210000,8290,199000,228000,8290,0.0450853,0.0364,0.3678181,Inefficient,0.912888769,0.178355752,0.747217009,Current,199000,228000,2210000,8290,8290,0.0450853,0.482475136,2.494700807,0.25854446,0.644991072,0.124741273,0.638569504
1078,120.21863,30.529065,Zhejiang,6397.13,CAS,1.3135532,1002.18,127.17,30.98,34.85,0.756389085,0.549274255,3.649067432,9.715049656,1.63,351.89,5.18,8.55,0.73,13.09,5.9,8.01,0.33,0.67,6.965381017,1220000,20400,27500,31400,20400,0.026392586,0.649,0.018619126,Inefficient,0.129689307,0.023715081,-0.112903068,Current,27500,31400,1220000,20400,20400,0.026392586,0.683452271,7.105232056,0.007984848,0.056734201,0.005457263,-3.836231489
1079,119.99071,30.498803,Zhejiang,6397.13,SBR,3.5990764,1063.53,169.56,8.57,121.58,0.949457419,0.807467532,1.394637276,5.505194805,1.71,131.12,1.31,28.31,0.13,30.8,5.93,1.58,0.14,0.51,3.167898627,2540000,21600,272000,311000,21600,0.059041732,0.0696,0.358007579,Inefficient,1.134131718,0.186927535,0.684146418,CEPT,414000,473000,1452434.857,179080.6925,179080.6925,0.119266046,0.328090951,2.037958573,0.459579273,0.93660352,0.150783801,0.209026134
1080,119.98461,30.54949,Zhejiang,6397.13,A2O,12.4842216,8498.69,282.02,13.37,152.09,0.952592015,0.790353005,1.854296798,7.599568849,3.14,167.3,2.21,31.77,0.27,37.11,7.78,2.32,0.18,0.27,1.005025126,4690000,173000,1170000,1340000,173000,0.077858968,0.129,0.697969921,Inefficient,0.701477308,0.198481366,0.60772656,Current,1170000,1340000,4690000,173000,173000,0.077858968,0.28192715,1.049421738,0.65944404,0.692034911,0.185915179,0.581212418
1081,120.083603,30.637523,Zhejiang,6397.13,OD,1.1699116,121,195.93,17.39,29.28,0.911243812,0.791417166,6.691598361,4.888473054,6.8,28.5,6.79,25.12,0.82,40.08,8.36,3,0.25,0.25,1.400246443,405000,2460,16600,19000,2460,0.011791361,0.13,1,Efficient,1.400246443,0.251521865,0.953119935,CEPT,32400,37000,259347.8295,44770.17312,37000,0.042933918,0.188140885,1.053774421,1.11871153,1.178869595,0.210475377,0.796014533
1082,120.16055,30.50619,Zhejiang,6397.13,A2O,4.496402,1461.1,123.11,35.25,78.3,0.713670701,0.560211734,1.572286079,5.430524923,10.98,95.27,13.42,17.6,4.22,22.67,9.97,1.6,0.67,0.2,2.276348737,1250000,29700,191000,218000,29700,0.035524772,0.136,1,Efficient,2.276348737,0.204780633,0.826522794,CEPT,333000,381000,848033.6103,205535.7948,205535.7948,0.086684918,0.169586829,1.930193815,0.662373954,1.278510109,0.112329898,0.228300573
1083,120.21615,29.2899,Zhejiang,6530.21,Other,29.0163272,18459.3,209.88,13.76,97.5,0.934438727,0.728303224,2.152615385,7.434643996,2.34,134.32,2.65,20.52,0.2,28.23,7.67,2.89,0.14,0.2,1.019783806,8090000,383000,1740000,1990000,383000,0.052954352,0.193,1,Efficient,1.019783806,0.209553234,0.747298811,Current,1740000,1990000,8090000,383000,383000,0.052954352,0.211343486,1.077623323,0.77253519,0.832501939,0.16327028,0.675664478
1084,120.24409,29.259,Zhejiang,6530.21,A2O,5.5091332,993.45,184.71,33.64,45.55,0.817876672,0.550932568,4.055104281,8.833572453,4.38,66.11,7.16,13.11,0.25,20.91,9.39,1.41,0.27,0.22,1.456278546,1680000,20600,143000,163000,20600,0.021492856,0.126,0.991157358,Inefficient,1.443401196,0.220760932,0.902641941,Current,143000,163000,1680000,20600,20600,0.021492856,0.223415347,1.478886257,0.699966116,1.03517027,0.156383173,0.862562861
1085,121.52122,28.38655,Zhejiang,6037.85,OD,2.285668,2366,303.59,25.23,144.14,0.916894496,0.771610242,2.106216179,5.217219454,4.81,128.54,4.57,37.71,1.54,58.19,13.29,4.73,0.32,0.85,3.053599655,2690000,45400,201000,229000,45400,0.078022822,0.198,0.132994777,Inefficient,0.406112805,0.127421519,0.387679388,CEPT,312000,356000,1459112.902,106599.7581,106599.7581,0.132550059,0.495784581,1.781091322,0.361247387,0.643414586,0.179100884,0.259913988
1086,121.59001,28.34933,Zhejiang,5727.03,CAS,2.5460184,788.2999999999998,97.12,15.52,67.97,0.840197694,0.859122402,1.428865676,2.039051018,10.86,142.45,9.68,9.4,0.91,47.63,6.71,2.16,0.28,0.33,4.044117647,1160000,14400,91700,105000,14400,0.030161153,0.137,0.862253874,Inefficient,3.487056108,0.288637281,0.895504997,CEPT,164000,187000,711565.1447,116597.798,116597.798,0.079765818,0.235422711,2.885082239,0.343103871,0.989882885,0.080774443,0.012486942
1087,121.448015,28.312093,Zhejiang,6037.85,SBR,24.3048972,26396.33,199.4,15.75,79.24,0.921013039,0.628215434,2.516405856,8.014469453,4.13,196.45,6.61,20.44,1.33,24.88,9.25,3.42,0.26,0.26,1.415736455,8840000,507000,1150000,1320000,507000,0.04934269,0.385,0.933537355,Inefficient,1.321642866,0.257817325,0.808613754,Current,1150000,1320000,8840000,507000,507000,0.04934269,0.278338034,1.515589619,0.547958574,0.830480326,0.152517712,0.676478953
1088,121.34906,28.4613,Zhejiang,6037.85,A2O,10.7578436,1906.08,179.49,10.02,101.75,0.944175163,0.699770567,1.764029484,5.882989184,2.57,105.66,3.64,20.82,0.61,30.51,9.16,3.63,0.24,0.14,0.826104915,2090000,36600,673000,769000,36600,0.047740007,0.0476,1,Efficient,0.826104915,0.142462351,0.664893868,CEPT,1040000,1180000,1585584.356,476337.6578,476337.6578,0.102015179,0.138720648,0.818555781,1.231743087,1.008250425,0.170868199,0.40295983
1089,120.67686,30.40921,Zhejiang,6231.8,A2O,34.7026956,39758.95,331.87,26.07,185.33,0.921445144,0.73269115,1.790697674,9.990066225,2.33,196.29,4.41,30.83,0.28,33.22,8.88,3.87,0.09,0.32,1.046435579,15500000,788000,4000000,4580000,788000,0.099858498,0.172,0.423394686,Inefficient,0.443055263,0.151920823,0.342693801,Current,4000000,4580000,15500000,788000,788000,0.099858498,0.339702428,1.110864707,0.493727341,0.548464278,0.167720376,0.404613198
1090,120.83142,30.32441,Zhejiang,6231.8,SBR,9.246566,2001.2,325.58,38.38,128.75,0.882118066,0.641787553,2.528776699,7.617688348,6.71,165.55,8.53,26.11,1.15,42.74,15.31,1.34,0.2,0.36,1.253481894,4610000,39700,711000,813000,39700,0.058759764,0.0488,0.429040213,Inefficient,0.537794139,0.157561927,0.627068764,Current,711000,813000,4610000,39700,39700,0.058759764,0.363947348,1.267226143,0.486880377,0.616987543,0.177198822,0.66839642
1091,120.4479,30.45318,Zhejiang,6231.8,Other,32.6193132,17147.58,261.37,8.93,139.79,0.965833875,0.802863718,1.869733171,6.682945538,0.97,131.19,4.92,30.6,0.14,39.11,7.71,3.01,0.06,0.2,0.792267469,9080000,340000,2850000,3260000,340000,0.070779904,0.104,1,Efficient,0.792267469,0.20754394,0.658964244,CEPT,4310000,4930000,6179007.644,1585931.446,1585931.446,0.130819267,0.172288917,0.682494522,0.904488042,0.617308133,0.155833265,0.160517703
1092,120.903697,30.480521,Zhejiang,6231.8,CAS,3.95304,6125.92,367.96,27.13,165.87,0.92626916,0.824320331,2.218363779,5.436761229,8.8,338.83,12.06,45.61,0.81,67.68,11.89,6.46,0.24,0.58,1.701728134,3190000,121000,391000,447000,121000,0.093741706,0.271,0.280981046,Inefficient,0.478153351,0.185122808,0.493624223,HRAS,721379.54,824433.77,2014455.864,103545.5941,103545.5941,0.15103494,0.387783339,1.137761756,0.527186561,0.599812707,0.204434165,0.261204995
1093,119.7429099,29.9518599,Zhejiang,6485.32,A2O,7.2198004,14873.87,309.88,32.6,90.29,0.894797986,0.659386617,3.432052276,14.39962825,1.93,132.13,7.36,12.13,0.53,21.52,7.33,3.03,0.1,0.47,1.695037507,4750000,307000,402000,460000,307000,0.071074718,0.668,0.228652503,Inefficient,0.387574569,0.13824233,0.485868635,Current,402000,460000,4750000,307000,307000,0.071074718,0.506946189,1.828282564,0.315290082,0.576439359,0.159835106,0.555324735
1094,119.869131,29.900998,Zhejiang,6485.32,SBR,0.7573764,386.89,296.75,22.82,112,0.923100253,0.791014842,2.649553571,11.90332932,2.41,78.19,6.69,9.55,0.36,24.93,5.21,0.88,0.09,0.79,2.883948454,828000,7980,52300,59800,7980,0.057604389,0.133,0.101275897,Inefficient,0.292074467,0.087633755,0.342668941,Current,52300,59800,828000,7980,7980,0.057604389,0.798873876,2.91634314,0.145810611,0.425233774,0.116484288,0.505475027
1095,120.00117,30.07249,Zhejiang,6485.32,SBR,30.6460512,19884.11,204.68,21.82,66.27,0.893394567,0.664513152,3.088577033,9.445316105,2.25,46.31,6.17,17.49,0.34,21.67,7.27,1.69,0.15,0.32,1.749972657,13600000,410000,1240000,1410000,410000,0.038967588,0.29,0.612055204,Inefficient,1.071079872,0.20554052,0.810414085,Current,1240000,1410000,13600000,410000,410000,0.038967588,0.330870245,1.80941838,0.400468402,0.724614888,0.132503078,0.705911831
1096,119.36737,29.5288099,Zhejiang,6545.47,A2O,12.1243936,2435.04,151.15,12.55,49.77,0.916969897,0.449285714,3.036970062,10.79642857,3.49,75.89,2.73,5.65,0.17,14,7.71,1.92,0.18,0.54,3.896103896,9060000,50700,354000,404000,50700,0.024158351,0.125,0.1675013,Inefficient,0.652602468,0.093477211,0.74155893,Current,354000,404000,9060000,50700,50700,0.024158351,0.543858374,3.923942094,0.080106022,0.314331392,0.043566331,0.445481177
1098,119.72198,30.23744,Zhejiang,6485.32,SBR,14.1551412,11885.39,223.19,16.77,99.05,0.924862225,0.706063404,2.253306411,6.869498307,3,127,5.25,27.48,0.18,32.49,9.55,3.24,0.13,0.27,1.308012789,5330000,245000,857000,980000,245000,0.056345792,0.25,0.896291586,Inefficient,1.172360857,0.254525696,0.778624347,Current,857000,980000,5330000,245000,245000,0.056345792,0.285052442,1.380934223,0.587805138,0.811720232,0.16755529,0.663718214
1099,119.71708,30.16998,Zhejiang,6485.32,CAS,7.103888,703.66,65,20.42,25.2,0.685846154,0.410228509,2.579365079,7.072905332,2.39,52.47,6.51,5.24,0.31,9.19,5.42,1.13,0.15,0.19,4.262000897,1870000,14500,102000,117000,14500,0.011869268,0.124,0.786969906,Inefficient,3.354066445,0.151001573,0.921396398,Current,102000,117000,1870000,14500,14500,0.011869268,0.191996865,4.306793732,0.123290564,0.530987027,0.023671402,0.498581971
1100,119.624185,30.264483,Zhejiang,6889.57,CAS,0.937218,1111,345.98,31.71,246.97,0.908347303,0.901280919,1.400898895,2.54696702,14.13,444.94,12.42,47.75,3.93,135.84,13.41,7.65,0.47,0.56,1.781907277,730000,24300,138000,157000,24300,0.125334894,0.155,0.45377725,Inefficient,0.808588984,0.272880743,0.540697182,CEPT,219000,250000,417108.5108,85913.04276,85913.04276,0.235466691,0.388454426,1.236053157,0.576055621,0.712035369,0.223771355,-0.052264669
1101,119.80591,30.25962,Zhejiang,6397.13,A2O,4.6960812,980,209.83,20.53,98.45,0.902158891,0.698665152,2.131335703,5.959386538,6.48,116.52,6.1,32.9,2.29,35.21,10.61,4.93,0.24,0.28,1.47913365,1820000,19900,272000,311000,19900,0.044987576,0.0641,0.945235778,Inefficient,1.398130046,0.267733002,0.831968506,HRAS,491381.93,561579.35,1701224.913,72374.21604,72374.21604,0.086885998,0.273346785,1.44398724,0.64633805,0.933303897,0.176674428,0.50821407
1102,120.085284,30.321377,Zhejiang,6397.13,AO,13.1973616,18227.56,263.37,10.22,90.71,0.961195277,0.810494142,2.903428508,6.708354559,1.47,90.21,5.21,33.24,0.21,39.26,7.44,3.91,0.06,0.35,1.382579498,6450000,371000,743000,849000,371000,0.061093102,0.437,0.620652147,Inefficient,0.858100934,0.237574338,0.742846377,CEPT,1130000,1290000,3855265.241,596257.3056,596257.3056,0.09467003,0.244126858,0.964356539,0.751854612,0.725055912,0.183547904,0.484221679
1103,120.3084,30.29697,Zhejiang,6397.13,A2O,146.9765612,119035.87,268.39,17.61,142.18,0.934386527,0.893744644,1.887677592,3.833047701,2.24,406.95,8.42,46.51,0.4,70.02,7.44,5.95,0.14,0.44,1.754525879,89800000,2420000,13000000,14800000,2420000,0.075932971,0.163,0.598848044,Inefficient,1.050694391,0.275409987,0.724291149,CEPT,19800000,22600000,53108460.05,11904796.03,11904796.03,0.156124472,0.320145894,1.276600582,0.454687024,0.580453719,0.145566184,-0.072532561
1104,120.49106,30.26087,Zhejiang,6231.8,SBR,85.9551624,33532.89,434.85,8.9,191.23,0.979533172,0.889032258,2.27396329,9.351612903,1,487.14,4.81,24.35,0.11,46.5,5.16,10.62,0.1,0.22,0.516492546,26300000,665000,10300000,11800000,665000,0.092327435,0.0564,0.408440436,Inefficient,0.210956441,0.095456325,0.032778239,Current,10300000,11800000,26300000,665000,665000,0.092327435,0.227050551,0.533045078,0.580224289,0.309285701,0.131740244,0.299170609
1105,120.17514,30.38699,Zhejiang,6397.13,CAS,4.3825168,1928.7,162.13,20.8,28.48,0.871707889,0.668387097,5.692766854,4.184,7.25,90.79,4.25,37.66,1.05,38.75,12.85,2.87,0.35,0.35,2.476473502,2130000,39200,58700,67000,39200,0.016167885,0.585,0.81385963,Inefficient,2.015501808,0.29132463,0.94450217,CEPT,118000,135000,1280318.849,198413.2672,135000,0.041782174,0.244208073,1.72792806,0.621338673,1.073628528,0.15173592,0.724638873
1106,120.31697,30.4449,Zhejiang,6231.8,A2O,1.4316376,1064.12,324.62,14.61,137.5,0.954993531,0.874363992,2.360872727,6.352641879,5.83,112.66,5.85,39.47,0.41,51.1,6.42,7.8,0.1,0.6,1.935421438,1190000,21100,119000,136000,21100,0.070827048,0.155,0.268806786,Inefficient,0.520254416,0.1719511,0.588097734,CEPT,186000,213000,666199.1007,66609.12073,66609.12073,0.127705626,0.370468543,1.195021268,0.618010284,0.738535433,0.22895337,0.442219931
1107,120.30893,30.40601,Zhejiang,6397.13,A2O,40.0812192,43422.22,183.69,16.06,65.53,0.912570091,0.627654963,2.803143598,7.962288687,2.14,126.74,5.02,19.13,0.24,23.07,8.59,2.68,0.22,0.28,1.670345404,15700000,884000,1600000,1830000,884000,0.044854371,0.483,0.88524918,Inefficient,1.478671899,0.263832437,0.829989173,Current,1600000,1830000,15700000,884000,884000,0.044854371,0.299462514,1.786449406,0.437028485,0.780729277,0.130873649,0.657269655
1108,120.05101,30.38006,Zhejiang,6397.13,A2O,16.1612004,27220.77,328.09,13.8,138.18,0.957938371,0.81152461,2.374366768,7.877310924,2.36,186.49,5.94,32.49,0.39,41.65,7.85,4.54,0.14,0.56,1.781793885,12600000,554000,1380000,1580000,554000,0.086611778,0.35,0.26578924,Inefficient,0.473581643,0.173652174,0.501234126,Current,1380000,1580000,12600000,554000,554000,0.086611778,0.589085486,1.87433735,0.260840695,0.488903456,0.153657467,0.436332125
1109,119.95303,30.25716,Zhejiang,6397.13,OD,18.7154,35938.55,250.05,17.08,97.18,0.931693661,0.747014456,2.5730603,7.858265242,6.19,197.28,5.19,27.91,0.33,31.82,8.05,3.04,0.16,0.5,2.146199081,13100000,731000,1070000,1230000,731000,0.069648008,0.596,0.329881105,Inefficient,0.707990524,0.193209677,0.63952112,Current,1070000,1230000,13100000,731000,731000,0.069648008,0.534870405,2.295876742,0.221400534,0.508308337,0.118420593,0.411858984
