Plant_ID,Average_flow__MGD_,Sludge_yield__tone_,CODinf,CODeff,BODinf,COD removal,TN removal,COD/BOD,COD/TN,BODeff,SSinf,SSeff,NH3_Ninf,NH3_Neff,TNinf,TNeff,TPinf,TPeff,Flow based EUI (kWh/m^3),COD removal based EUI (kWh/kg COD removed),EUI__kWh_kg_TN_removed_,Treatment_process,Longitude,Annual_HDD,Latitude1,Province,City,Regional
20,3.356246800000000,2880.760000000000218,251.439999999999998,7.920000000000000,101.340000000000003,0.968501432,0.699463327,2.481152556,8.996064401,4.060000000000000,100.989999999999995,6.580000000000000,16.890000000000001,0.79,27.949999999999999,8.400000000000000,1.820000000000000,0.3,0.4,1.642575558475690,20.460358056265989,A2O,116.19926,8213.33,39.750652000000002,Beijing,北京市,华北
22,12.695267599999999,8894.790000000000873,113.650000000000006,10.029999999999999,37.609999999999999,0.91174659,0.713224894,3.021802712,4.01874116,2.520000000000000,178.020000000000010,3.880000000000000,19.940000000000001,0.46,28.280000000000001,8.109999999999999,2.940000000000000,0.18,0.58,5.597375024126618,28.755577590480907,A2O,116.189968,8213.33,39.793176000000003,Beijing,北京市,华北
23,9.946384399999999,14938.459999999999127,273.009999999999991,12.199999999999999,185.669999999999987,0.955312992,0.858475894,1.470404481,6.065540991,2.330000000000000,119.329999999999998,3.040000000000000,37.409999999999997,0.23,45.009999999999998,6.370000000000000,5.350000000000000,0.09,0.72,2.760630343928530,18.633540372670808,A2O,115.98456,9150.03,40.458799999999997,Beijing,北京市,华北
29,5.430000000000000,3114.000000000000000,148.060000000000002,17.699999999999999,65.620000000000005,0.88045387,0.564050633,2.256324291,7.496708861,8.760000000000000,110.140000000000001,4.170000000000000,15.060000000000000,2.890000000000000,19.750000000000000,8.609999999999999,1.600000000000000,0.38,0.21,1.610923596195152,18.850987432675044,A2O,116.5764355,8070.85,40.058789900000001,Beijing,北京市,华北
30,5.861431600000000,13576.530000000000655,126.689999999999998,22.239999999999998,30.300000000000001,0.82445339,0.698626717,4.181188119,3.16329588,4.750000000000000,33.740000000000002,4.200000000000000,19.030000000000001,0.95,40.049999999999997,12.070000000000000,3.310000000000000,0.11,0.76,7.276208712302537,27.162258756254474,A2O,116.609856,8070.85,40.120122000000002,Beijing,北京市,华北
31,5.823928400000000,6998.000000000000000,205.250000000000000,19.399999999999999,60.590000000000003,0.905481121,0.696451204,3.387522694,6.503485425,4.810000000000000,196.639999999999986,6.400000000000000,24.840000000000000,0.47,31.559999999999999,9.580000000000000,3.250000000000000,0.24,0.19,1.022329835889158,8.644222020018200,A2O,116.55095,8213.33,40.147959999999998,Beijing,北京市,华北
33,10.570399999999999,10232.709999999999127,193.830000000000013,13.150000000000000,93.099999999999994,0.932157045,0.878402367,2.081954887,5.734615385,2.780000000000000,134.780000000000001,4.530000000000000,26.879999999999999,0.25,33.799999999999997,4.110000000000000,3.150000000000000,0.1,0.51,2.822669913659508,17.177500842034355,A2O,116.728973,8070.85,39.915847999999997,Hebei,北京市,华北
34,2.280672400000000,129.909999999999997,72.040000000000006,18.699999999999999,36.659999999999997,0.740421988,0.438061938,1.965084561,3.598401598,5.180000000000000,45.469999999999999,10.890000000000001,14.670000000000000,2.270000000000000,20.020000000000000,11.250000000000000,1.930000000000000,0.47,0.27,5.061867266591676,30.786773090079819,A2O,116.65978,8070.85,39.832689999999999,Beijing,北京市,华北
35,47.566800000000001,94547.000000000000000,359.019999999999982,17.690000000000001,203.060000000000002,0.950726979,0.701547988,1.768048853,11.11517028,2.000000000000000,548.269999999999982,1.000000000000000,14.300000000000001,0.12,32.299999999999997,9.640000000000001,5.940000000000000,0.06,0.72,2.109395599566402,31.774051191526922,A2O,116.699706,8070.85,39.869155999999997,Beijing,北京市,华北
38,19.439617200000001,13901.750000000000000,185.360000000000014,12.390000000000001,89.799999999999997,0.9331571,0.658751099,2.064142539,8.151275286,1.700000000000000,88.769999999999996,3.580000000000000,20.270000000000000,0.22,22.739999999999998,7.760000000000000,3.830000000000000,0.07,0.21,1.214083367057871,14.018691588785048,A2O,115.96932,7792.13,39.718629999999997,Beijing,北京市,华北
40,2.293704400000000,1771.000000000000000,115.150000000000006,14.760000000000000,66.180000000000007,0.871819366,0.797718886,1.739951647,3.862797719,6.260000000000000,88.530000000000001,5.800000000000000,15.779999999999999,0.18,29.809999999999999,6.030000000000000,1.980000000000000,0.17,0.51,5.080187269648372,21.446593776282594,A2O,116.68359,8716.09,40.300539999999998,Beijing,北京市,华北
47,4.549109200000000,4020.130000000000109,210.460000000000008,12.720000000000001,88.579999999999998,0.939560962,0.756985388,2.375931361,5.395026916,1.330000000000000,175.219999999999999,2.910000000000000,35.140000000000001,0.19,39.009999999999998,9.480000000000000,4.440000000000000,0.2,0.74,3.742287852735916,25.059261767693876,A2O,116.217768,8213.33,40.165574499999998,Beijing,北京市,华北
49,0.116202,83.700000000000003,169.300000000000011,35.270000000000003,57.109999999999999,0.791671589,0.539384246,2.964454561,6.769292283,8.560000000000000,74.150000000000006,7.060000000000000,21.399999999999999,1.190000000000000,25.010000000000002,11.520000000000000,2.700000000000000,0.32,0.4,2.984406476162053,29.651593773165310,A2O,116.728973,8070.85,39.915847999999997,Hebei,北京市,华北
54,0.1728188,0.28,130.610000000000014,34.820000000000000,13.029999999999999,0.733404793,0.491196114,10.02379125,7.930176078,6.190000000000000,14.480000000000000,7.360000000000000,11.970000000000001,2.590000000000000,16.469999999999999,8.380000000000001,3.600000000000000,0.28,0.38,3.967011170268295,46.971569839307797,A2O,116.34033,7792.13,39.742880000000000,Beijing,北京市,华北
55,1.437791600000000,706.000000000000000,183.530000000000001,13.760000000000000,83.609999999999999,0.925025881,0.707932293,2.19507236,6.091271158,6.490000000000000,94.109999999999999,4.810000000000000,21.100000000000001,0.09,30.129999999999999,8.800000000000001,3.090000000000000,0.22,0.42,2.473935324262237,19.690576652601969,A2O,116.666085,7996.75,39.653165000000001,Beijing,北京市,华北
56,35.374639999999999,37962.980000000003201,300.509999999999991,19.870000000000001,116.310000000000002,0.933879072,0.811615071,2.583698736,7.211663067,0.92,122.670000000000002,2.340000000000000,30.829999999999998,0.26,41.670000000000002,7.850000000000000,4.250000000000000,0.1,0.44,1.567844925883694,13.010053222945002,A2O,117.71071,7835.25,39.003199899999998,Tianjin,天津市,华北
59,12.416600000000001,21443.669999999998254,276.240000000000009,13.740000000000000,108.049999999999997,0.950260643,0.797430535,2.556594169,8.253361219,2.560000000000000,106.939999999999998,2.270000000000000,26.020000000000000,0.15,33.469999999999999,6.780000000000000,4.330000000000000,0.22,0.4,1.523809523809524,14.986886474334959,A2O,117.42336,7835.25,39.145879999999998,Tianjin,天津市,华北
60,2.108288000000000,1091.299999999999955,236.330000000000013,16.260000000000002,103.170000000000002,0.931197901,0.797092671,2.290685277,4.771451645,5.560000000000000,106.680000000000007,6.190000000000000,44.899999999999999,0.46,49.530000000000001,10.050000000000001,4.160000000000000,0.09,0.59,2.680965147453083,14.944275582573452,A2O,117.715952,7835.25,38.955387999999999,Tianjin,天津市,华北
61,1.118507600000000,405.529999999999973,250.009999999999991,42.359999999999999,113.790000000000006,0.830566777,0.626414027,2.197117497,7.070418552,8.779999999999999,103.329999999999998,6.730000000000000,29.399999999999999,3.420000000000000,35.359999999999999,13.210000000000001,2.280000000000000,0.46,0.16,0.77052733,7.223476297968398,A2O,117.462164,7835.25,38.827666999999998,Tianjin,天津市,华北
63,3.981493200000000,3070.239999999999782,359.730000000000018,27.910000000000000,159.460000000000008,0.922414033,0.713201078,2.255926251,8.810433505,7.340000000000000,89.069999999999993,6.530000000000000,26.719999999999999,2.300000000000000,40.829999999999998,11.710000000000001,2.830000000000000,0.35,0.52,1.567114700741366,17.857142857142861,A2O,117.45906,7835.25,38.851030000000002,Tianjin,天津市,华北
66,7.949520000000000,1547.700000000000045,205.780000000000001,24.850000000000001,89.489999999999995,0.879239965,0.71950424,2.299474802,6.711676451,7.750000000000000,195.729999999999990,7.710000000000000,21.320000000000000,1.500000000000000,30.660000000000000,8.600000000000000,2.840000000000000,0.16,0.33,1.823909799369922,14.959202175883950,A2O,117.71071,7835.25,39.003199899999998,Tianjin,天津市,华北
67,2.265396000000000,4634.000000000000000,386.199999999999989,37.899999999999999,205.629999999999995,0.901864319,0.703637856,1.878130623,5.281728665,12.390000000000001,208.430000000000007,16.149999999999999,54.740000000000002,4.140000000000000,73.120000000000005,21.670000000000002,6.270000000000000,1.020000000000000,0.65,1.866207292563882,12.633624878522838,A2O,117.715952,7835.25,38.955387999999999,Tianjin,天津市,华北
70,10.819094000000000,7859.899999999999636,173.840000000000003,18.760000000000002,73.319999999999993,0.892084676,0.734627832,2.370976541,6.250988853,3.200000000000000,95.569999999999993,4.000000000000000,20.890000000000001,0.3,27.809999999999999,7.380000000000000,2.870000000000000,0.09,0.37,2.385865359814289,18.110621634850713,A2O,117.228324,8049.47,39.290813000000000,Tianjin,天津市,华北
72,10.092198000000000,23910.169999999998254,345.339999999999975,19.420000000000002,111.840000000000003,0.943765564,0.793144919,3.087804006,10.38304269,3.220000000000000,287.170000000000016,3.100000000000000,23.969999999999999,0.15,33.259999999999998,6.880000000000000,4.350000000000000,0.09,0.39,1.196612665684831,14.783927217589085,A2O,117.03658,7860.05,39.227480000000000,Tianjin,天津市,华北
73,76.034480000000002,87829.139999999999418,250.800000000000011,35.740000000000002,83.109999999999999,0.857496013,0.598730159,3.017687402,7.961904762,1.900000000000000,130.250000000000000,6.070000000000000,22.550000000000001,0.54,31.500000000000000,12.640000000000001,3.940000000000000,0.21,0.12,0.557983818,6.362672322375398,A2O,117.07694,7860.05,39.104979999999998,Tianjin,天津市,华北
77,10.300130800000000,4750.199999999999818,134.159999999999997,9.600000000000000,42.600000000000001,0.928443649,0.538784067,3.149295775,7.031446541,3.530000000000000,136.009999999999991,5.660000000000000,14.560000000000000,0.67,19.079999999999998,8.800000000000001,2.960000000000000,0.22,0.17,1.364804110468850,16.536964980544752,A2O,117.356792,7835.25,38.961623000000003,Tianjin,天津市,华北
81,2.685967600000000,2314.699999999999818,337.620000000000005,34.810000000000002,101.739999999999995,0.896895918,0.643070045,3.318458817,25.15797317,5.110000000000000,95.040000000000006,4.890000000000000,10.850000000000000,0.31,13.420000000000000,4.790000000000000,1.360000000000000,0.17,0.47,1.552128397344869,54.461181923522595,A2O,117.2826404,8236.76,39.908438500000003,Tianjin,天津市,华北
82,9.645055599999999,11194.610000000000582,138.189999999999998,12.910000000000000,62.439999999999998,0.9065779,0.56924254,2.213164638,10.57306809,0.57,116.469999999999999,0.59,8.119999999999999,0.26,13.070000000000000,5.630000000000000,2.990000000000000,0.14,0.39,3.113026819923372,52.419354838709673,A2O,117.01725,7996.75,39.438510000000001,Tianjin,天津市,华北
83,0.8047984,1763.410000000000082,242.840000000000003,30.559999999999999,87.099999999999994,0.874155823,0.785991212,2.788059701,6.27655725,4.780000000000000,116.969999999999999,5.960000000000000,29.480000000000000,1.280000000000000,38.689999999999998,8.279999999999999,3.630000000000000,0.29,0.28,1.319012624835124,9.207497533706020,A2O,116.93172,7860.05,39.172319999999999,Tianjin,天津市,华北
84,1.020478000000000,113.189999999999998,63.880000000000003,18.739999999999998,31.059999999999999,0.706637445,0.309027778,2.05666452,7.393518519,5.250000000000000,124.280000000000001,7.010000000000000,6.600000000000000,0.75,8.640000000000001,5.970000000000000,1.310000000000000,0.21,0.76,16.836508639787329,284.644194756554270,A2O,116.95231,7996.75,39.258170000000000,Tianjin,天津市,华北
85,0.9430824,1062.500000000000000,300.980000000000018,24.160000000000000,142.599999999999994,0.919728886,0.807864164,2.110659187,6.724307417,6.460000000000000,149.240000000000009,6.070000000000000,24.690000000000001,0.4,44.759999999999998,8.600000000000000,2.860000000000000,0.22,0.47,1.697854201286034,12.997787610619470,A2O,117.07973,7996.75,39.325060000000001,Tianjin,天津市,华北
90,3.960497200000000,7033.340000000000146,195.659999999999997,17.449999999999999,103.349999999999994,0.910814679,0.907790143,1.89317852,3.456279809,4.500000000000000,64.189999999999998,2.700000000000000,52.659999999999997,0.32,56.609999999999999,5.220000000000000,4.120000000000000,0.08,0.4,2.244542954940800,7.783615489394824,A2O,117.0397,7996.75,39.372689999999999,Tianjin,天津市,华北
94,4.322280000000000,7735.840000000000146,235.919999999999987,19.359999999999999,73.189999999999998,0.917938284,0.753287593,3.223391174,6.744425386,5.110000000000000,167.710000000000008,6.440000000000000,24.480000000000000,0.44,34.979999999999997,8.630000000000001,2.570000000000000,0.15,0.36,1.662356852604359,13.662239089184064,A2O,117.064479,7860.05,38.832931000000002,Tianjin,天津市,华北
98,2.333886400000000,608.320000000000050,110.939999999999998,13.760000000000000,53.450000000000003,0.875968992,0.705259313,2.075584659,4.051862673,3.200000000000000,115.620000000000005,0.95,24.280000000000001,0.18,27.379999999999999,8.070000000000000,2.990000000000000,0.2,0.49,5.042189750977567,25.375453133091664,A2O,117.7475699,8049.47,39.380909899999999,Tianjin,天津市,华北
107,7.526776400000000,5684.399999999999636,240.289999999999992,18.149999999999999,191.969999999999999,0.92446627,0.536684783,1.251705996,6.529619565,16.590000000000000,197.770000000000010,14.359999999999999,31.690000000000001,1.940000000000000,36.799999999999997,17.050000000000001,3.150000000000000,0.74,0.27,1.215449716395066,13.670886075949372,A2O,115.34814,7509.2,38.406320000000001,Hebei,保定市,华北
111,2.310501200000000,596.000000000000000,132.789999999999992,13.990000000000000,66.549999999999997,0.894645681,0.707253886,1.995341848,4.300194301,4.510000000000000,83.299999999999997,5.860000000000000,25.129999999999999,0.55,30.879999999999999,9.039999999999999,1.870000000000000,0.13,0.32,2.693602693602694,14.652014652014651,A2O,114.20005,8541.68,38.835490000000000,Hebei,保定市,华北
112,17.207814800000001,8395.010000000000218,152.680000000000007,17.780000000000001,69.950000000000003,0.883547288,0.729404867,2.18270193,4.476106714,5.650000000000000,123.049999999999997,6.530000000000000,28.579999999999998,0.75,34.109999999999999,9.230000000000000,2.200000000000000,0.16,0.29,2.149740548554485,11.655948553054664,A2O,115.90814,8188.24,39.310476000000001,Hebei,保定市,华北
114,3.562080000000000,1310.279999999999973,210.729999999999990,17.559999999999999,78.780000000000001,0.916670621,0.666137986,2.674917492,8.355670103,5.830000000000000,106.510000000000005,7.190000000000000,17.940000000000001,0.3,25.219999999999999,8.420000000000000,2.820000000000000,0.18,0.28,1.449500440026920,16.666666666666671,A2O,115.852556,7616.84,38.970838000000001,Hebei,保定市,华北
115,6.000077600000000,3552.179999999999836,163.060000000000002,10.940000000000000,67.180000000000007,0.932908132,0.616901408,2.427210479,6.561770624,3.290000000000000,104.409999999999997,5.080000000000000,15.449999999999999,0.26,24.850000000000001,9.520000000000000,2.140000000000000,0.26,0.23,1.511964238758874,15.003261578604043,A2O,116.68849,7860.05,39.069550000000000,Hebei,廊坊市,华北
118,8.885796800000000,8309.000000000000000,265.829999999999984,26.770000000000000,26.760000000000002,0.899296543,0.582412914,9.933856502,11.29269329,3.590000000000000,245.060000000000002,7.090000000000000,21.969999999999999,0.42,23.539999999999999,9.830000000000000,0.96,0.18,0.39,1.631389609303104,28.446389496717725,A2O,115.53071,9854.99,40.391599900000003,Hebei,张家口市,华北
120,4.008715600000000,1496.400000000000091,165.240000000000009,18.760000000000002,63.119999999999997,0.886468168,0.751248751,2.617870722,8.253746254,7.610000000000000,36.060000000000002,7.170000000000000,12.619999999999999,1.670000000000000,20.020000000000000,4.980000000000000,0.97,0.22,0.29,1.979792463134899,19.281914893617021,A2O,115.35203,7616.84,39.010710000000003,Hebei,保定市,华北
124,8.235572400000001,2155.599999999999909,212.610000000000014,33.619999999999997,105.560000000000002,0.841870091,0.721415608,2.014115195,6.431034483,1.960000000000000,126.180000000000007,4.480000000000000,27.039999999999999,2.040000000000000,33.060000000000002,9.210000000000001,3.400000000000000,0.12,0.31,1.731940331862115,12.997903563941300,A2O,115.32217,7616.84,38.948919900000000,Hebei,保定市,华北
128,12.090800000000000,151.490000000000009,80.900000000000006,25.250000000000000,21.079999999999998,0.687886279,0.714667458,3.837760911,2.402019002,7.830000000000000,91.340000000000003,8.170000000000000,10.100000000000000,0.58,33.680000000000000,9.609999999999999,1.680000000000000,0.27,0.41,7.367475292003594,17.033651848774408,A2O,116.83869,7744.55,38.304409900000003,Hebei,沧州市,华北
130,11.003858800000000,154.219999999999999,223.229999999999990,34.320000000000000,77.409999999999997,0.846257223,0.812426958,2.883735951,4.348071679,7.770000000000000,52.219999999999999,2.200000000000000,47.920000000000002,0.74,51.340000000000003,9.630000000000001,1.600000000000000,0.28,0.77,4.076015033613890,18.460800767202109,A2O,116.83869,7744.55,38.304409900000003,Hebei,沧州市,华北
131,3.140639600000000,1512.609999999999900,198.710000000000008,16.719999999999999,78.390000000000001,0.915857279,0.863711606,2.534889654,3.654772853,3.730000000000000,111.549999999999997,4.340000000000000,45.649999999999999,0.91,54.369999999999997,7.410000000000000,6.400000000000000,0.13,0.2,1.098961481400077,4.258943781942079,A2O,114.52114,7064.44,36.456470000000003,Hebei,邯郸市,华北
133,10.693479999999999,4321.460000000000036,144.750000000000000,18.250000000000000,51.990000000000002,0.873920553,0.74053682,2.784189267,4.981073641,3.850000000000000,189.129999999999995,6.990000000000000,12.880000000000001,1.770000000000000,29.059999999999999,7.540000000000000,1.450000000000000,0.35,0.35,2.766798418972332,16.263940520446099,A2O,117.81299,9722.95,40.969929999999998,Hebei,承德市,华北
135,3.606823200000000,752.279999999999973,125.579999999999998,11.260000000000000,45.030000000000001,0.910336041,0.631979695,2.788807462,7.968274112,4.900000000000000,102.310000000000002,8.930000000000000,14.220000000000001,3.460000000000000,15.760000000000000,5.800000000000000,1.450000000000000,0.34,0.22,1.924422673198040,22.088353413654612,A2O,117.733102,10346.94,41.318764999999999,Hebei,承德市,华北
139,7.370320000000000,9859.930000000000291,428.079999999999984,16.170000000000002,187.020000000000010,0.962226687,0.823851385,2.288953053,7.100348316,5.640000000000000,293.029999999999973,3.500000000000000,52.039999999999999,0.46,60.289999999999999,10.619999999999999,5.110000000000000,0.16,0.48,1.165303100191790,9.663780954298367,A2O,114.38581,7064.44,36.380809900000003,Hebei,邯郸市,华北
142,6.125546800000000,15927.829999999999927,310.310000000000002,20.750000000000000,190.270000000000010,0.933131385,0.813119043,1.630892942,5.799102971,3.780000000000000,318.230000000000018,6.550000000000000,41.520000000000003,1.600000000000000,53.509999999999998,10.000000000000000,5.890000000000000,0.25,0.46,1.588617212322144,10.572282233969204,A2O,115.04318,7569.12,38.500120000000003,Hebei,保定市,华北
150,30.364560000000001,26493.389999999999418,176.159999999999997,24.070000000000000,57.630000000000003,0.863362852,0.5625,3.056741281,7.699300699,7.600000000000000,69.950000000000003,3.560000000000000,20.390000000000001,0.18,22.879999999999999,10.010000000000000,2.620000000000000,0.23,0.26,1.709514103491354,20.202020202020204,A2O,115.090309,9950.47,40.584949000000002,Hebei,张家口市,华北
153,12.206640000000000,17624.000000000000000,238.770000000000010,13.400000000000000,119.030000000000001,0.943879047,0.747951807,2.005964883,5.753493976,5.550000000000000,128.210000000000008,4.220000000000000,32.880000000000003,0.79,41.500000000000000,10.460000000000001,4.460000000000000,0.2,0.47,2.085459466654835,15.141752577319588,A2O,116.685903,7996.75,39.513328000000001,Hebei,廊坊市,华北
155,5.285200000000000,8817.959999999999127,194.719999999999999,26.739999999999998,65.450000000000003,0.86267461,0.725742271,2.975095493,5.960208142,10.880000000000001,79.590000000000003,6.020000000000000,24.699999999999999,1.020000000000000,32.670000000000002,8.960000000000001,4.330000000000000,0.42,0.31,1.845457792594356,13.074652045550401,A2O,116.19925,7411.1,37.418259900000002,Shandong,衡水市,华北
156,0.8733612,1.530000000000000,61.369999999999997,15.240000000000000,17.320000000000000,0.751670197,0.783471074,3.54330254,5.071900826,6.540000000000000,21.739999999999998,4.240000000000000,9.310000000000000,0.4,12.100000000000000,2.620000000000000,0.79,0.33,0.33,7.153696076306094,34.810126582278485,A2O,115.80019,7334.99,37.311869999999999,Hebei,衡水市,华北
160,1.052044400000000,433.000000000000000,217.310000000000002,15.810000000000000,105.049999999999997,0.92724679,0.787043418,2.068633984,4.992189295,6.070000000000000,67.129999999999995,7.300000000000000,24.399999999999999,0.79,43.530000000000001,9.270000000000000,3.370000000000000,0.29,0.52,2.580645161290323,15.178050204319902,A2O,114.214838,7064.44,36.481887999999998,Hebei,邯郸市,华北
161,0.20272,29.680000000000000,88.019999999999996,13.020000000000000,17.329999999999998,0.852079073,0.434549356,5.079053664,9.444206009,7.410000000000000,17.250000000000000,7.000000000000000,3.930000000000000,0.33,9.320000000000000,5.270000000000000,0.64,0.16,0.35,4.666666666666666,86.419753086419718,A2O,114.914584,7007.52,36.195819000000000,Hebei,邯郸市,华北
164,0.4075396,356.079999999999984,47.180000000000000,10.500000000000000,16.410000000000000,0.777448071,0.365398421,2.875076173,3.386934673,3.190000000000000,41.979999999999997,6.450000000000000,6.260000000000000,0.24,13.930000000000000,8.840000000000000,0.76,0.07,0.57,15.539803707742637,111.984282907662063,A2O,114.649675,7236.75,36.839499000000004,Hebei,邯郸市,华北
174,6.983848800000000,5043.000000000000000,289.110000000000014,35.329999999999998,181.159999999999997,0.877797378,0.639455782,1.595882093,9.365403304,15.539999999999999,132.050000000000011,14.070000000000000,19.000000000000000,2.320000000000000,30.870000000000001,11.130000000000001,3.620000000000000,0.67,0.34,1.339743084561431,17.223910840932117,A2O,114.692814,7380.27,37.987520000000004,Hebei,石家庄市,华北
178,1.435909200000000,1653.500000000000000,198.939999999999998,21.590000000000000,105.159999999999997,0.891474817,0.734180498,1.891783948,5.159232365,6.330000000000000,109.170000000000002,6.360000000000000,32.310000000000002,2.460000000000000,38.560000000000002,10.250000000000000,3.080000000000000,0.22,0.47,2.650126867775585,16.601907453196748,A2O,115.75778,7470.91,37.767299999999999,Hebei,衡水市,华北
179,5.310033200000000,2251.789999999999964,182.949999999999989,18.719999999999999,45.619999999999997,0.897676961,0.71722561,4.010302499,6.972179878,5.300000000000000,44.770000000000003,6.450000000000000,18.010000000000002,0.8,26.239999999999998,7.420000000000000,3.230000000000000,0.15,0.29,1.765816233331303,15.409139213602550,A2O,115.6689,7334.99,37.707949900000003,Hebei,衡水市,华北
182,10.833501600000000,14058.000000000000000,275.399999999999977,12.859999999999999,102.650000000000006,0.953304285,0.746023978,2.682903069,6.738438953,2.000000000000000,92.659999999999997,4.020000000000000,39.670000000000002,0.39,40.869999999999997,10.380000000000001,4.770000000000000,0.21,0.4,1.523577359640436,13.119055428009187,A2O,114.56824,7415.32,38.100259999999999,Hebei,石家庄市,华北
184,4.748716000000000,7982.779999999999745,641.100000000000023,29.989999999999998,215.460000000000008,0.953221026,0.872620973,2.975494291,7.974872497,8.590000000000000,267.060000000000002,7.960000000000000,61.859999999999999,0.97,80.390000000000001,10.240000000000000,6.000000000000000,0.31,0.61,0.998183633,8.695652173913043,A2O,115.520514,9854.99,40.378718999999997,Hebei,张家口市,华北
185,2.374720000000000,751.700000000000045,335.300000000000011,25.480000000000000,184.879999999999995,0.924008351,0.841915793,1.813608827,5.248082642,9.160000000000000,180.250000000000000,9.080000000000000,37.689999999999998,0.8,63.890000000000001,10.100000000000000,3.790000000000000,0.26,0.37,1.194241817829708,6.878601970626510,A2O,114.8782,7140.15,36.920309899999999,Hebei,邯郸市,华北
193,9.261697600000000,8420.000000000000000,236.939999999999998,23.219999999999999,106.230000000000004,0.902000506,0.767939637,2.230443378,3.648598706,7.010000000000000,122.609999999999999,7.520000000000000,48.990000000000002,0.22,64.939999999999998,15.070000000000000,4.910000000000000,0.31,0.49,2.292719446004118,9.825546420693806,A2O,118.4157,9290.92,40.591839899999997,Hebei,承德市,华北
