Plant ID,Average flow (MGD),Sludge yield (tone),CODinf,CODeff,BODinf,BODeff,SSinf,SSeff,NH3-Ninf,NH3-Neff,TNinf,TNeff,TPinf,TPeff,EUI (kWh/m3),Treatment process,Latitude,Longitude,annual_hdd,Current electricity consumption (kWh/a),Current heat consumption (kWh/a),Methane generation (m3/a),Current electricity recovery potential (kWh/a),Current heat recovery potential (kWh/a),Current effective heat recovery potential (kWh/a),Current energy self-sufficiency,Current recovered heat waste,COD_out_CEPT,TN_out_CEPT,C/N ratio_CEPT,BOD removed (kg/a),SS removed (kg/a),Sludge yield by CEPT (tonne/a),CEPT electricity recovery potential (kWh/a),CEPT heat recovery potential (kWh/a),COD_eff (mg/L),COD_removal (%),NHx_eff (mg/L),NHx_removal (%),C/N_ratio_HRAS,Sludge_VSS (g/a),Sludge_TSS (g/a),Sludge_COD (g/a),Electricity recovery potential (kWh/a)_HRAS,Heat recovery potential (kWh/a)_HRAS
2982,31.012178,97390.86,654.78,28.34,253.09,3.57,358.62,4.85,20.93,0.19,51.42,6.22,10.42,0.09,0.41,AO,29.7309,90.63703,11570.11,1.80E+07,3.58E+06,1.40E+06,4.88E+06,5.58E+06,3.58E+06,3.93E-01,6.43E-01,1.64E+02,4.37E+01,3.75E+00,5.42E+06,1.23E+07,2.30E+04,7.42E+06,8.48E+06,114.94111106459879,82.44584271593531,13.04804304525744,37.65865721,8.809068966581645,11473284362.148691,13497981602.527872,17013148170,9316133.98,10647010.27
3014,8.5694812,1998.1,178.68,17,67.94,5.84,106.06,5.41,15.17,0.58,16.1,7.05,1.4,0.24,0.26,AO,34.3133102,108.6453105,7126.39,3.09E+06,4.53E+04,9.64E+04,3.36E+05,3.83E+05,4.53E+04,1.22E-01,1.18E-01,4.47E+01,1.37E+01,3.26E+00,4.02E+05,1.00E+06,3.96E+03,5.51E+05,6.29E+05,55.20927045825041,69.10159477375733,13.849138545151213,8.707062985160098,3.986476868453308,900726723.1326461,1059678497.8031131,1336948398.034511,732092.04,836676.62
3080,24.8069188,28059.22,338.33,20.13,194.36,2.72,500.93,4.49,39.96,1.79,44.7,10.92,12.27,0.27,0.42,AO,36.5997599,101.80319,10698.8,1.45E+07,9.55E+05,8.62E+05,3.00E+06,3.43E+06,9.55E+05,2.56E-01,2.79E-01,8.46E+01,3.80E+01,2.23E+00,3.33E+06,1.37E+07,2.23E+04,4.56E+06,5.21E+06,76.00849415,77.53421388999624,36.69882593236762,8.161096265346302,2.0711423925673262,5134944908.206747,6041111657,7618781541.013665,4171925.67,4767915.05
3092,3.09872,10830.64,278.08,30.81,83.67,7.1,77.88,6.79,37.51,1.2,66.36,10.39,5.41,0.13,0.8,AO,38.148161,77.272139,7642.15,3.47E+06,2.63E+05,4.30E+04,1.50E+05,1.71E+05,1.71E+05,8.59E-02,1.00E+00,6.95E+01,5.64E+01,1.23E+00,1.79E+05,2.67E+05,1.33E+03,2.45E+05,2.80E+05,85.06355869425695,69.41040035448182,35.31356722346542,5.855592579404369,2.408806738667095,466068300.03885037,548315647.1045299,691654945.4558477,378739.44,432845.07
3116,5.43724,922.52,65.12,11.83,18.19,5.33,75.84,6.58,5.75,0.15,21.19,7.98,1.2,0.21,0.18,AO,42.948832,89.147182,7726.19,1.36E+06,2.27E+04,1.27E+04,4.41E+04,5.04E+04,2.27E+04,4.84E-02,4.50E-01,1.63E+01,1.80E+01,9.04E-01,6.83E+04,4.56E+05,2.33E+03,9.35E+04,1.07E+05,32.985258440747955,49.346961853888274,5.535849042060801,3.7243644858991156,5.958482283409359,150788571.04138663,177398318.87221956,223987632.29284585,122652.13,140173.86
3144,0.66065,85.67,123.88,14.13,48.89,6.69,130.06,6.73,16.67,0.48,23.12,6.6,2.98,0.15,0.84,AO,22.6527783,113.1364894,4138.65,7.67E+05,1.13E+03,5.05E+03,1.76E+04,2.01E+04,1.13E+03,2.43E-02,5.61E-02,3.10E+01,1.97E+01,1.58E+00,2.23E+04,9.50E+04,3.23E+02,3.05E+04,3.49E+04,42.06280792077534,66.04552153634538,15.88302473265385,4.720907422592395,2.6482870000383856,48323404.680561006,56851064.33007178,71749305.60984902,39288.8,44901.48
3145,0.66065,85.67,123.88,14.13,48.89,6.69,130.06,6.73,16.67,0.48,23.12,6.6,2.98,0.15,0.84,AO,22.39012,112.791683,4431.17,7.67E+05,1.21E+03,5.05E+03,1.76E+04,2.01E+04,1.21E+03,2.45E-02,6.01E-02,3.10E+01,1.97E+01,1.58E+00,2.23E+04,9.50E+04,3.23E+02,3.05E+04,3.49E+04,42.06280792077534,66.04552153634538,15.88302473265385,4.720907422592395,2.6482870000383856,48323404.680561006,56851064.33007178,71749305.60984902,39288.8,44901.48
3146,0.66065,85.67,123.88,14.13,48.89,6.69,130.06,6.73,16.67,0.48,23.12,6.6,2.98,0.15,0.84,AO,23.502211,112.6603,4694.98,7.67E+05,1.28E+03,5.05E+03,1.76E+04,2.01E+04,1.28E+03,2.45E-02,6.37E-02,3.10E+01,1.97E+01,1.58E+00,2.23E+04,9.50E+04,3.23E+02,3.05E+04,3.49E+04,42.06280792077534,66.04552153634538,15.88302473265385,4.720907422592395,2.6482870000383856,48323404.680561006,56851064.33007178,71749305.60984902,39288.8,44901.48
3154,1.374152,140.2,70.56,21.5,21.64,6.9,81.81,7.33,10.77,0.89,22,10.51,1.25,0.22,0.17,AO,28.45997304502097,104.334129,6098.83,3.23E+05,2.72E+03,3.67E+03,1.28E+04,1.46E+04,2.72E+03,4.75E-02,1.86E-01,1.76E+01,1.87E+01,9.43E-01,2.05E+04,1.24E+05,5.98E+02,2.81E+04,3.21E+04,33.09423567542219,53.09773855524066,10.49863470560524,2.5196406164787413,3.1522418489094703,45489132.86197158,53516626.89643715,67571257.21979131,37000.96,42286.82
3159,1.876246,795.81,146.94,21.43,71.7,7.08,77.43,7.26,20.94,1.3,28.54,7.58,1.95,0.31,0.29,AO,35.86166,104.195397,9728.88,7.55E+05,2.46E+04,2.20E+04,7.64E+04,8.74E+04,2.46E+04,1.30E-01,2.82E-01,3.67E+01,2.43E+01,1.51E+00,9.29E+04,1.61E+05,8.07E+02,1.27E+05,1.45E+05,46.43533141831416,68.39844058,19.923531960616216,4.854193120266403,2.3306776885797693,166284580.5590564,195628918.30477226,246865570.1550052,135179.73,154491.12
3184,3.620362,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,AO,35.86166,104.195397,9728.88,9.56E+05,4.67E+04,1.21E+04,4.22E+04,4.82E+04,4.67E+04,8.86E-02,9.70E-01,1.67E+01,1.35E+01,1.24E+00,5.15E+04,2.82E+05,1.53E+03,7.05E+04,8.06E+04,31.672228886263447,52.68564552,12.313089945766897,1.9658443808368078,2.5722405201102267,113553068.75432575,133591845.59332442,168685691.72712708,92369.65,105565.31
3185,3.620362,1510.38,66.94,12.41,20.59,2.11,70.57,15.69,12.56,0.35,15.87,9.84,1.33,0.71,0.19,AO,23.14491,113.893365,4167.370000000001,9.56E+05,2.00E+04,1.21E+04,4.22E+04,4.82E+04,2.00E+04,6.37E-02,4.15E-01,1.67E+01,1.35E+01,1.24E+00,5.15E+04,2.82E+05,1.53E+03,7.05E+04,8.06E+04,31.672228886263447,52.68564552,12.313089945766897,1.9658443808368078,2.5722405201102267,113553068.75432575,133591845.59332442,168685691.72712708,92369.65,105565.31
3209,5.179496,481.49,98.21,9.47,41.99,4.5,57.45,12.77,9.76,1.28,37.68,6.73,1.25,0.42,0.16,AO,35.86166,104.195397,9728.88,1.15E+06,1.49E+04,3.52E+04,1.22E+05,1.40E+05,1.49E+04,1.18E-01,1.07E-01,2.46E+01,3.20E+01,7.67E-01,1.50E+05,3.29E+05,2.11E+03,2.06E+05,2.35E+05,35.94376324,63.40111674895581,9.199474274468487,5.743091450117955,3.9071540577711112,294421218.39960927,346377903.9995403,437202849.3875831,239405.45,273606.22
3210,5.179496,481.49,98.21,9.47,41.99,4.5,57.45,12.77,9.76,1.28,37.68,6.73,1.25,0.42,0.16,AO,35.86166,104.195397,9728.88,1.15E+06,1.49E+04,3.52E+04,1.22E+05,1.40E+05,1.49E+04,1.18E-01,1.07E-01,2.46E+01,3.20E+01,7.67E-01,1.50E+05,3.29E+05,2.11E+03,2.06E+05,2.35E+05,35.94376324,63.40111674895581,9.199474274468487,5.743091450117955,3.9071540577711112,294421218.39960927,346377903.9995403,437202849.3875831,239405.45,273606.22
3216,5.41733,1879.95,88.66,13.2,28.08,4.51,92.44,6.59,13.9,0.46,18.81,9.02,1.85,0.53,0.14,AO,22.702452,113.256963,4138.65,1.06E+06,2.48E+04,2.31E+04,8.05E+04,9.20E+04,2.48E+04,9.74E-02,2.69E-01,2.22E+01,1.60E+01,1.39E+00,1.05E+05,5.54E+05,2.42E+03,1.44E+05,1.64E+05,38.38757715481511,56.70248459867459,13.486673727569448,2.9735703052557727,2.8463339389862496,238346566.60331354,280407725.41566294,353987476.4110639,193838.01,221529.15
3220,5.94585,2643.18,77.68,14.99,25.67,2.52,74.81,4.61,8.76,0.89,11.51,7.39,0.94,0.1,0.16,AO,22.6957299,112.22536,4431.17,1.33E+06,3.73E+04,2.49E+04,8.68E+04,9.92E+04,3.73E+04,9.11E-02,3.76E-01,1.94E+01,9.78E+00,1.98E+00,1.05E+05,4.92E+05,2.54E+03,1.44E+05,1.65E+05,34.37374476246776,55.74955617601989,8.421043698,3.869364182365175,4.0818865210452495,229455774.13835368,269947969.57453376,340802803.74845624,186618.29,213278.04
3226,6.553648,1758.63,156.9,18.18,42.21,4.68,77.11,6.92,19.66,0.59,27.28,8.15,2.84,0.21,0.21,AO,23.0468999,112.46528,4471.15,1.91E+06,2.50E+04,4.46E+04,1.55E+05,1.77E+05,2.50E+04,9.31E-02,1.41E-01,3.92E+01,2.32E+01,1.69E+00,1.91E+05,5.59E+05,2.82E+03,2.62E+05,2.99E+05,62.236872365530594,60.33341468098752,18.726306771525557,4.749202586339994,3.323499562666857,500484173.02860856,588804909.4454219,742989777.6378943,406849.59,464970.96
3281,13.186574,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,22.613406,113.190869,4138.65,3.66E+06,5.72E+04,2.33E+05,8.12E+05,9.28E+05,5.72E+04,2.34E-01,6.16E-02,4.15E+01,2.06E+01,2.02E+00,9.17E+05,1.81E+06,6.35E+03,1.26E+06,1.44E+06,50.55451862250705,69.51792666716487,13.532565813465249,8.253791095150854,3.735767430903902,1317880390.1040068,1550447517.7694197,1956231031.1838448,1071201.53,1224230.32
3282,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,22.850691,114.124946,4343.32,3.67E+06,6.00E+04,2.34E+05,8.14E+05,9.30E+05,6.00E+04,2.34E-01,6.45E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3283,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,22.8166914,114.1541705,4343.32,3.67E+06,6.00E+04,2.34E+05,8.14E+05,9.30E+05,6.00E+04,2.34E-01,6.45E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3284,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,23.0206699,113.75179,4167.370000000001,3.67E+06,5.76E+04,2.34E+05,8.14E+05,9.30E+05,5.76E+04,2.34E-01,6.19E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3285,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,23.09099,113.7459,4167.370000000001,3.67E+06,5.76E+04,2.34E+05,8.14E+05,9.30E+05,5.76E+04,2.34E-01,6.19E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3286,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,23.0206699,113.75179,4167.370000000001,3.67E+06,5.76E+04,2.34E+05,8.14E+05,9.30E+05,5.76E+04,2.34E-01,6.19E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3287,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,23.047104,113.738543,4167.370000000001,3.67E+06,5.76E+04,2.34E+05,8.14E+05,9.30E+05,5.76E+04,2.34E-01,6.19E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3288,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,21.843989,111.958241,4174.86,3.67E+06,5.77E+04,2.34E+05,8.14E+05,9.30E+05,5.77E+04,2.34E-01,6.20E-02,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3289,13.213,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,35.86166,104.195397,9728.88,3.67E+06,1.34E+05,2.34E+05,8.14E+05,9.30E+05,1.34E+05,2.49E-01,1.44E-01,4.15E+01,2.06E+01,2.02E+00,9.19E+05,1.81E+06,6.36E+03,1.26E+06,1.44E+06,50.55451862250921,69.51792666716358,13.532565813465357,8.253791095,3.7357674309040316,1320521432.9699712,1553554627.0234954,1960151333.851584,1073348.23,1226683.69
3290,13.239426,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,22.8147,113.6728,4167.370000000001,3.68E+06,5.76E+04,2.34E+05,8.16E+05,9.32E+05,5.76E+04,2.34E-01,6.18E-02,4.15E+01,2.06E+01,2.02E+00,9.21E+05,1.81E+06,6.38E+03,1.26E+06,1.44E+06,50.55451862250962,69.51792666716334,13.532565813465377,8.253791095149989,3.735767430904057,1323162475.835915,1556661736.277547,1964071636.5192928,1075494.93,1229137.06
3291,13.265852,4342.06,165.85,13.98,100.71,3.01,123.94,4.75,14.75,0.77,24.18,9.42,2.49,0.25,0.2,AO,22.9665699,115.32341,4309.61,3.68E+06,5.95E+04,2.35E+05,8.17E+05,9.34E+05,5.95E+04,2.34E-01,6.37E-02,4.15E+01,2.06E+01,2.02E+00,9.23E+05,1.82E+06,6.39E+03,1.26E+06,1.44E+06,50.554518622508105,69.51792666716423,13.532565813465299,8.253791095150516,3.735767430903967,1325803518.7018383,1559768845.5315745,1967991939.186972,1077641.62,1231590.42
3328,34.961598,13264.32,159.15,6.46,60.84,0.86,88.14,3.84,15.23,0.31,18.56,6.21,3.01,0.18,0.19,AO,22.668601,113.249231,4138.65,9.23E+06,1.75E+05,3.80E+05,1.32E+06,1.51E+06,1.75E+05,1.59E-01,1.16E-01,3.98E+01,1.58E+01,2.52E+00,1.47E+06,3.41E+06,1.55E+04,2.01E+06,2.30E+06,50.989961709597345,67.96106710047293,14.10943349099891,7.357626454,3.6138914962196256,3266928417.1102614,3843445196.600308,4849571214.182965,2655549.39,3034913.58
17,3.3533508,3397,366.73,18.45,128.18,7.7,131.82,8.15,76.32,0.98,79.27,9.24,6.79,0.23,0.34,CAS,40.33191,116.82716,8716.09,1.59E+06,9.42E+04,7.32E+04,2.55E+05,2.91E+05,9.42E+04,2.07E-01,3.24E-01,9.17E+01,6.74E+01,1.36E+00,2.97E+05,4.89E+05,1.64E+03,4.07E+05,4.65E+05,89.40408144508073,75.62127957,72.91031805898979,4.467612606145448,1.2262198797808876,712420828.4022595,838142151.0614816,1057057403.7586968,578828.11,661517.84
28,1.1705632,566.56,263.67,16.21,105.23,5.91,110.49,6.09,6.85,0.27,17.28,3.43,3.3,0.53,0.34,CAS,39.83273,116.24187,8213.33,5.52E+05,1.48E+04,2.11E+04,7.33E+04,8.38E+04,1.48E+04,1.55E-01,1.77E-01,6.59E+01,1.47E+01,4.49E+00,8.51E+04,1.43E+05,5.46E+02,1.16E+05,1.33E+05,71.04747439,73.05439587844936,4.425246974049428,35.39785439,16.05503033026853,178588115.63524938,210103665.45323455,264896122.1811548,145052.98,165774.83
42,23.9570152,55850,442.49,22.86,183.48,6.22,337.25,7.74,44.03,0.99,59.61,8.79,6.21,0.2,0.48,CAS,39.690931,116.172916,7792.129999999999,1.61E+07,1.38E+06,7.70E+05,2.68E+06,3.06E+06,1.38E+06,2.32E-01,4.52E-01,1.11E+02,5.07E+01,2.18E+00,3.04E+06,8.93E+06,1.72E+04,4.16E+06,4.75E+06,87.71409869302602,80.17715684127867,39.33861715589979,10.654968985010699,2.2297199300476973,6401060056.217632,7530658889.667804,9495495939,5199585.14,5942383.02
45,18.1898484,18157.77,205.51,16.37,94.48,1.17,165.55,2.73,28.96,0.35,42.46,8.74,3.01,0.13,0.4,CAS,39.6716399,116.36177,7792.129999999999,1.01E+07,4.50E+05,3.08E+05,1.07E+06,1.22E+06,4.50E+05,1.44E-01,3.68E-01,5.14E+01,3.61E+01,1.42E+00,1.19E+06,3.33E+06,9.60E+03,1.63E+06,1.86E+06,57.16495094660561,72.18385920558336,27.322650345706798,5.653831679189237,2.0922183691300624,2289829995.587855,2693917641.8680644,3398656315.4219246,1861051.07,2126915.51
50,4.4042368,2127.72,250.43,14.31,108.37,2.62,308.79,2.17,13.59,0.42,14.36,7.94,3.04,0.26,0.35,CAS,39.721099,116.594543,7996.749999999999,2.14E+06,5.41E+04,8.44E+04,2.94E+05,3.36E+05,5.41E+04,1.59E-01,1.61E-01,6.26E+01,1.22E+01,5.13E+00,3.30E+05,1.50E+06,3.02E+03,4.51E+05,5.16E+05,65.51042844285473,73.84082240831582,11.40052715083549,16.110911325713833,5.746263096093218,666332842.3046182,783920990.9466097,988724850.4,541410.27,618754.6
65,26.1916412,18032.72,211.46,20.06,94.01,2.2,125.68,1.99,21.27,0.39,27.98,6.86,2.64,0.09,0.21,CAS,39.07117,117.71749,7835.249999999999,7.67E+06,4.49E+05,4.36E+05,1.52E+06,1.73E+06,4.49E+05,2.42E-01,2.59E-01,5.29E+01,2.38E+01,2.22E+00,1.70E+06,3.64E+06,1.27E+04,2.33E+06,2.66E+06,58.44258643181881,72.36234444726246,19.55902921246197,8.044056358900004,2.9880105907599095,3380156923.2392287,3976655203.8108573,5016684924.174273,2747058.24,3139495.13
68,2.0747668,440.5,199.41,16.01,69.06,3.5,148.6,5.75,16.85,0.71,35.62,6.2,9.41,0.48,0.24,CAS,39.0031999,117.71071,7835.249999999999,6.90E+05,1.10E+04,2.47E+04,8.58E+04,9.80E+04,1.10E+04,1.38E-01,1.12E-01,4.99E+01,3.03E+01,1.65E+00,9.90E+04,3.41E+05,1.06E+03,1.36E+05,1.55E+05,63.36237879505306,68.22507457246225,15.373954719865244,8.759912641749299,4.121410525112334,233390592.02967063,274577167.09373015,346400980.9439658,189683.76,216781.44
74,67.61436,46446.81,319.42,25.13,204.12,4.45,229.74,2.83,23.93,2.05,33.23,12.27,4.66,0.37,0.19,CAS,38.98934,117.11146,7860.05,1.79E+07,1.16E+06,2.45E+06,8.51E+06,9.73E+06,1.16E+06,5.07E-01,1.19E-01,7.99E+01,2.82E+01,2.83E+00,9.53E+06,1.72E+07,4.05E+04,1.31E+07,1.49E+07,74.24985802482904,76.75478741943866,20.89758503629833,12.672022414131504,3.5530353337890377,13150014172.72038,15470604909.082802,19510649558.865154,10683726.7,12209973.37
86,1.3995644,1367.7,142.75,6.94,67.47,1.36,80.07,0.1,7.69,0.71,28.73,5.33,2.59,0.05,0.27,CAS,39.29507,117.00209,7996.749999999999,5.28E+05,3.48E+04,1.68E+04,5.83E+04,6.67E+04,3.48E+04,1.66E-01,5.22E-01,3.57E+01,2.44E+01,1.46E+00,6.52E+04,1.24E+05,6.06E+02,8.93E+04,1.02E+05,46.83907595850737,67.18803786,6.696012347030837,12.925717203760257,6.9950701299523255,117202466.46673648,137885254.6667488,173968702.98916003,95262.54,108871.48
96,0.5686296,9.1,56.5,14.38,18.38,3.96,21.1,6.41,7.29,2.17,16.89,8.83,0.81,0.27,0.18,CAS,39.241398,117.427414,7835.249999999999,1.41E+05,2.27E+02,1.49E+03,5.17E+03,5.91E+03,2.27E+02,3.81E-02,3.84E-02,1.41E+01,1.44E+01,9.84E-01,7.22E+03,1.33E+04,2.09E+02,9.88E+03,1.13E+04,27.358778725326278,51.57738278703313,7.105138145630439,2.5358279063039864,3.850562531588713,15137035.125719976,17808276.61849409,22488205.23230605,12314.19,14073.36
101,2.3328728,43,160.7,13.92,44.63,6.64,22.61,4.7,15.54,0.62,20.12,7.09,2.07,0.26,0.55,CAS,39.512826,117.440606,8049.469999999999,1.77E+06,1.10E+03,1.61E+04,5.59E+04,6.39E+04,1.10E+03,3.21E-02,1.72E-02,4.02E+01,1.71E+01,2.35E+00,7.19E+04,5.83E+04,8.62E+02,9.85E+04,1.13E+05,62.52972615472394,61.08915609538025,14.558245196418161,6.317598478647607,4.295141709119479,185277732.6468067,217973803.11389023,275039979.7669104,150607.59,172122.96
105,4.0544,1191.7,66.54,9.73,22.62,3.23,64.83,4.18,7.21,0.6,20.65,8.44,1,0.36,0.13,CAS,38.79998,117.46149,7835.249999999999,7.33E+05,2.97E+04,1.42E+04,4.96E+04,5.66E+04,2.97E+04,1.04E-01,5.24E-01,1.66E+01,1.76E+01,9.48E-01,6.34E+04,2.91E+05,1.69E+03,8.67E+04,9.91E+04,30.309341381844533,54.44944186678009,6.947572220851165,3.6397750228687236,4.362580254,133462342.18847065,157014520.2217302,198247929.88625625,108557.47,124065.68
106,6.2439208,1452.6,66.98,13.18,22.32,1.62,79.96,7.98,17.25,0.46,26.86,10.4,1.7,0.1,0.33,CAS,38.702719,115.47976,7509.200000000001,2.85E+06,3.47E+04,2.34E+04,8.15E+04,9.31E+04,3.47E+04,4.02E-02,3.73E-01,1.67E+01,2.28E+01,7.33E-01,9.63E+04,5.52E+05,2.70E+03,1.32E+05,1.51E+05,30.280395617016154,54.79188471630911,16.987322399259412,1.5227686999454375,1.7825290475640985,208291198.85389894,245048469.23988113,309426203.61978006,169436.95,193642.23
110,6.6065,7439.3,347.48,28.53,100.54,7.14,105.34,7.42,25.49,0.87,45.45,8.7,4.52,0.2,0.55,CAS,39.2315499,115.77731,7616.84,5.05E+06,1.80E+05,1.12E+05,3.89E+05,4.45E+05,1.80E+05,1.09E-01,4.05E-01,8.69E+01,3.86E+01,2.25E+00,4.59E+05,7.69E+05,3.05E+03,6.28E+05,7.18E+05,100.60792438448541,71.04641292031616,22.542632261575893,11.56283930335075,4.463006946884924,1220733671.660688,1436157260.7772799,1811300834.3898163,991840.02,1133531.45
119,7.952416,8932.44,203.13,17.45,32.91,4.06,159.95,6.25,25.69,0.54,30.43,9.32,5.86,0.14,0.47,CAS,39.0017,115.73074,7616.84,5.20E+06,2.16E+05,4.16E+04,1.45E+05,1.65E+05,1.65E+05,5.72E-02,1.00E+00,5.08E+01,2.59E+01,1.96E+00,1.81E+05,1.41E+06,4.15E+03,2.48E+05,2.83E+05,89.80490438850401,55.789443022446704,24.54347667002274,4.4629168157931485,3.659013170623508,642348591.4918121,755704225.2844849,953465538.7673635,522102.82,596688.94
132,6.0092,12120.35,570.83,37.39,351.76,13.52,232.27,15.41,44.9,3.68,62.94,25.02,6.94,1.44,0.47,CAS,40.76487,118.17178,9722.95,3.95E+06,3.75E+05,3.68E+05,1.28E+06,1.46E+06,3.75E+05,3.83E-01,2.56E-01,1.43E+02,5.35E+01,2.67E+00,1.46E+06,1.54E+06,3.61E+03,2.00E+06,2.28E+06,100.55801649434297,82.38389424270922,38.308056898410804,14.681387754096201,2.624983479611428,2027245647.937166,2384994879.926078,3006692899.1327343,1646418.03,1881620.61
136,0.76744,103,122.84,13.94,39.84,3.75,38.13,3.85,23.98,0.23,37.06,9.38,3.33,0.23,0.69,CAS,40.5463999,117.6595499,9397.91,7.32E+05,3.08E+03,5.02E+03,1.75E+04,2.00E+04,3.08E+03,2.79E-02,1.54E-01,3.07E+01,3.15E+01,9.75E-01,2.11E+04,3.23E+04,2.97E+02,2.89E+04,3.30E+04,47.43757883391493,61.38262875780289,23.278288643028063,2.9262358505919006,2.037846491267848,49731205.49596919,58507300.58349318,73843003.11130223,40435.27,46211.74
140,5.2061392,2660.56,241.87,19.32,89.86,4.6,241.18,4.57,40.59,1.59,42.03,11.1,7.07,0.11,0.46,CAS,38.6992,116.63643,7744.549999999999,3.32E+06,6.55E+04,8.04E+04,2.80E+05,3.20E+05,6.55E+04,1.02E-01,2.05E-01,6.05E+01,3.57E+01,1.69E+00,3.23E+05,1.39E+06,3.18E+03,4.42E+05,5.06E+05,66.97511770598105,72.30945644,38.608479880098436,4.8817938406049945,1.7347255813742826,747990562.8612478,879988897.4838209,1110101149.594181,607874.04,694713.18
141,4.7136744,4939.66,214.23,12.11,81.85,2.11,136.44,3.25,13.68,1.44,22.47,7.34,2.71,0.1,0.48,CAS,36.292649,115.154089,7054.92,3.15E+06,1.11E+05,6.81E+04,2.37E+05,2.71E+05,1.11E+05,1.07E-01,4.09E-01,5.36E+01,1.91E+01,2.80E+00,2.67E+05,7.11E+05,2.34E+03,3.65E+05,4.17E+05,61.899108031195865,71.10623720711577,11.961822810333517,12.55977477826376,5.174722031304692,596667929.9637879,701962270.5456328,885481810.1288184,484876,554144
148,3.5608492,7073.15,250.9,15.65,104.03,4.78,300.35,4.46,49.19,0.48,57.52,10.35,5.02,0.12,0.4,CAS,38.73889,115.013532,7569.12,2.00E+06,1.70E+05,6.40E+04,2.23E+05,2.55E+05,1.70E+05,1.81E-01,6.69E-01,6.27E+01,4.89E+01,1.28E+00,2.56E+05,1.18E+06,2.41E+03,3.50E+05,4.00E+05,64.06638901543037,74.46536906519316,47.03418052122526,4.382637688096643,1.3621240618090271,550662868.5850121,647838668.9235437,817219665.3228492,447496.71,511424.82
